,date,date.1,open_apple,high_apple,low_apple,apple_price,apple_adj,volume_apple,divid,split coef,apple,iphone,apple watch,airpods
486,2018-06-04,2018-06-04,191.635,193.42,191.35,191.83,186.7181,26266174.0,0.0,1.0,35.0,35.66999999999999,31.15,7.6
485,2018-06-05,2018-06-05,193.065,193.94,192.36,193.31,188.1586,21565963.0,0.0,1.0,31.15,35.26,30.45,6.4
484,2018-06-06,2018-06-06,193.63,194.08,191.92,193.98,188.8108,20933619.0,0.0,1.0,29.4,35.66999999999999,28.7,7.68
483,2018-06-07,2018-06-07,194.14,194.2,192.335,193.46,188.3046,21347180.0,0.0,1.0,28.35,35.26,29.05,7.6
482,2018-06-08,2018-06-08,191.17,192.0,189.77,191.7,186.5915,26656799.0,0.0,1.0,27.3,34.85,27.3,6.88
481,2018-06-11,2018-06-11,191.35,191.97,190.21,191.23,186.134,18308460.0,0.0,1.0,27.20000000000001,35.66999999999999,27.88000000000001,5.76
480,2018-06-12,2018-06-12,191.385,192.611,191.15,192.28,187.1561,16911141.0,0.0,1.0,26.520000000000003,35.66999999999999,28.56,7.76
479,2018-06-13,2018-06-13,192.42,192.88,190.44,190.7,185.6182,21638393.0,0.0,1.0,26.180000000000003,36.08,29.92,7.04
478,2018-06-14,2018-06-14,191.55,191.57,190.22,190.8,185.7155,21610074.0,0.0,1.0,26.180000000000003,35.66999999999999,26.520000000000003,6.4
477,2018-06-15,2018-06-15,190.03,190.16,188.26,188.84,183.8077,61719160.0,0.0,1.0,28.56,37.72,27.88000000000001,7.28
476,2018-06-18,2018-06-18,187.88,189.22,187.2,188.74,183.7104,18484865.0,0.0,1.0,26.4,37.8,27.72,8.0
475,2018-06-19,2018-06-19,185.14,186.33,183.45,185.69,180.7417,33578455.0,0.0,1.0,26.07,36.96,24.09,6.8
474,2018-06-20,2018-06-20,186.35,187.2,185.73,186.5,181.5301,20628701.0,0.0,1.0,26.4,36.12,26.07,7.92
473,2018-06-21,2018-06-21,187.25,188.35,184.94,185.46,180.5178,25711898.0,0.0,1.0,25.08,36.96,25.08,6.88
472,2018-06-22,2018-06-22,186.12,186.15,184.7,184.92,179.9922,27200447.0,0.0,1.0,24.42,37.38,23.76,6.96
471,2018-06-25,2018-06-25,183.4,184.92,180.73,182.17,177.3155,31663096.0,0.0,1.0,25.74,36.96,23.87,7.84
470,2018-06-26,2018-06-26,182.99,186.53,182.54,184.43,179.5153,24569201.0,0.0,1.0,25.41,36.54,22.94,7.68
469,2018-06-27,2018-06-27,185.2278,187.28,184.03,184.16,179.2524,25285328.0,0.0,1.0,24.75,35.7,22.01,7.44
468,2018-06-28,2018-06-28,184.1,186.21,183.8,185.5,180.5567,17365235.0,0.0,1.0,26.07,36.96,22.01,7.76
467,2018-06-29,2018-06-29,186.29,187.19,182.91,185.11,180.1771,22737666.0,0.0,1.0,26.4,37.38,22.01,7.2
466,2018-07-02,2018-07-02,183.82,187.3,183.42,187.18,182.192,17731343.0,0.0,1.0,27.52,38.22,24.36,6.08
465,2018-07-03,2018-07-03,187.79,187.95,183.54,183.92,179.0188,13954806.0,0.0,1.0,27.84,36.54,24.36,6.5600000000000005
464,2018-07-05,2018-07-05,185.26,186.41,184.28,185.4,180.4594,16604248.0,0.0,1.0,28.48,39.9,25.52,6.32
463,2018-07-06,2018-07-06,185.42,188.43400000000003,185.2,187.97,182.9609,17485245.0,0.0,1.0,27.2,36.54,23.2,5.84
462,2018-07-09,2018-07-09,189.5,190.68,189.3,190.58,185.5014,19756634.0,0.0,1.0,30.94,38.22,25.2,7.92
461,2018-07-10,2018-07-10,190.71,191.28,190.1801,190.35,185.2775,15939149.0,0.0,1.0,29.58,36.96,26.1,7.83
460,2018-07-11,2018-07-11,188.5,189.7799,187.61,187.88,182.8733,18831470.0,0.0,1.0,30.26,36.12,26.4,7.92
459,2018-07-12,2018-07-12,189.53,191.41,189.31,191.03,185.9394,18041131.0,0.0,1.0,32.300000000000004,36.54,25.2,7.649999999999999
458,2018-07-13,2018-07-13,191.08,191.84,190.9,191.33,186.2314,12519792.0,0.0,1.0,32.300000000000004,36.96,25.2,7.47
457,2018-07-16,2018-07-16,191.52,192.65,190.415,190.91,185.8226,15043110.0,0.0,1.0,32.34,39.06,31.04,8.28
456,2018-07-17,2018-07-17,189.75,191.87,189.2,191.45,186.3482,15534523.0,0.0,1.0,31.68,38.64,32.0,8.459999999999999
455,2018-07-18,2018-07-18,191.78,191.8,189.93,190.4,185.3262,16393381.0,0.0,1.0,31.35,37.38,29.12,8.1
454,2018-07-19,2018-07-19,189.69,192.55,189.69,191.88,186.7667,20286752.0,0.0,1.0,29.70000000000001,38.22,28.16,7.38
453,2018-07-20,2018-07-20,191.78,192.43,190.17,191.44,186.3384,20706042.0,0.0,1.0,30.03,36.96,27.84,7.649999999999999
452,2018-07-23,2018-07-23,190.68,191.96,189.56,191.61,186.5039,15989365.0,0.0,1.0,29.70000000000001,36.08,26.1,7.04
451,2018-07-24,2018-07-24,192.45,193.6601,192.05,193.0,187.8569,18697898.0,0.0,1.0,30.03,36.9,25.5,6.5600000000000005
450,2018-07-25,2018-07-25,193.0602,194.85,192.43,194.82,189.6284,16826483.0,0.0,1.0,30.03,36.49,24.6,7.04
449,2018-07-26,2018-07-26,194.61,195.96,193.61,194.21,189.0346,19075964.0,0.0,1.0,29.70000000000001,35.66999999999999,24.6,6.88
448,2018-07-27,2018-07-27,194.99,195.19,190.1,190.98,185.8907,24023972.0,0.0,1.0,30.36000000000001,35.26,24.6,6.6400000000000015
447,2018-07-30,2018-07-30,191.9,192.2,189.07,189.91,184.8492,21029535.0,0.0,1.0,34.04,38.7,25.5,9.6
446,2018-07-31,2018-07-31,190.3,192.14,189.34,190.29,185.2191,39373038.0,0.0,1.0,37.0,38.7,24.0,8.4
445,2018-08-01,2018-08-01,199.13,201.76,197.31,201.5,196.1304,67935716.0,0.0,1.0,31.82,37.84,24.0,7.5
444,2018-08-02,2018-08-02,200.58,208.38,200.35,207.39,201.8634,62404012.0,0.0,1.0,37.0,37.84,28.8,7.6
443,2018-08-03,2018-08-03,207.03,208.74,205.4803,207.99,202.4474,33447396.0,0.0,1.0,34.78,38.27,27.0,8.700000000000001
442,2018-08-06,2018-08-06,208.0,209.25,207.07,209.07,203.4986,25425387.0,0.0,1.0,29.4,37.84,26.1,8.8
441,2018-08-07,2018-08-07,209.32,209.5,206.76,207.11,201.5909,25587387.0,0.0,1.0,29.05,39.13,24.6,8.5
440,2018-08-08,2018-08-08,206.05,207.81,204.52,207.25,201.7271,22525487.0,0.0,1.0,29.05,36.98,25.8,9.1
439,2018-08-09,2018-08-09,207.28,209.78,207.2,208.88,203.3137,23492626.0,0.0,1.0,29.05,38.27,25.2,7.7
438,2018-08-10,2018-08-10,207.36,209.1,206.67,207.53,202.7102,24611202.0,0.73,1.0,28.7,38.7,26.4,8.700000000000001
437,2018-08-13,2018-08-13,207.7,210.952,207.7,208.87,204.0191,25890880.0,0.0,1.0,28.56,36.9,24.36000000000001,10.0
436,2018-08-14,2018-08-14,210.155,210.56,208.26,209.75,204.8787,20748010.0,0.0,1.0,27.88000000000001,36.08,21.840000000000003,7.9
435,2018-08-15,2018-08-15,209.22,210.74,208.33,210.24,205.3573,28807564.0,0.0,1.0,27.54000000000001,36.49,22.4,9.0
434,2018-08-16,2018-08-16,211.75,213.8121,211.47,213.32,208.3658,28500367.0,0.0,1.0,26.86000000000001,34.85,21.000000000000004,8.6
433,2018-08-17,2018-08-17,213.44,217.95,213.16,217.58,212.5268,35426997.0,0.0,1.0,27.20000000000001,34.44,21.56,7.4
432,2018-08-20,2018-08-20,218.1,219.18,215.11,215.46,210.4561,30287695.0,0.0,1.0,26.73,34.0,24.64,8.1
431,2018-08-21,2018-08-21,216.8,217.19,214.025,215.04,210.0458,26159755.0,0.0,1.0,26.73,33.2,22.96,8.0
430,2018-08-22,2018-08-22,214.1,216.36,213.84,215.05,210.0556,19018131.0,0.0,1.0,26.07,32.800000000000004,21.56,8.9
429,2018-08-23,2018-08-23,214.65,217.05,214.6,215.49,210.4854,18883224.0,0.0,1.0,25.74,32.4,22.680000000000003,8.200000000000001
428,2018-08-24,2018-08-24,216.6,216.9,215.11,216.16,211.1398,18476356.0,0.0,1.0,25.74,34.0,21.28,8.4
427,2018-08-27,2018-08-27,217.15,218.74,216.33,217.94,212.8785,20525117.0,0.0,1.0,29.16,32.800000000000004,21.6,8.4
426,2018-08-28,2018-08-28,219.01,220.54,218.92,219.7,214.5976,22776766.0,0.0,1.0,29.52,33.2,20.520000000000003,8.8
425,2018-08-29,2018-08-29,220.15,223.49,219.41,222.98,217.8014,27254804.0,0.0,1.0,27.72,32.800000000000004,19.44,8.5
424,2018-08-30,2018-08-30,223.25,228.26,222.4,225.03,219.8038,48793824.0,0.0,1.0,29.88,33.2,21.87,9.2
423,2018-08-31,2018-08-31,226.51,228.87,226.0,227.63,222.3434,43340134.0,0.0,1.0,30.6,34.4,22.41,8.4
422,2018-09-04,2018-09-04,228.41,229.18,226.63,228.36,223.0565,27390132.0,0.0,1.0,12.24,15.6,8.370000000000001,5.4
421,2018-09-05,2018-09-05,228.99,229.67,225.1,226.87,221.6011,33332960.0,0.0,1.0,11.88,15.6,8.100000000000001,5.2
420,2018-09-06,2018-09-06,226.23,227.35,221.3,223.1,217.9186,34289976.0,0.0,1.0,11.88,15.6,7.290000000000001,5.6000000000000005
419,2018-09-07,2018-09-07,221.85,225.37,220.71,221.3,216.1604,37619810.0,0.0,1.0,11.88,15.21,7.83,5.300000000000002
418,2018-09-10,2018-09-10,220.95,221.85,216.47,218.33,213.2594,39516453.0,0.0,1.0,20.52,26.4,15.400000000000002,5.88
417,2018-09-11,2018-09-11,218.01,224.299,216.56,223.85,218.6512,35749049.0,0.0,1.0,21.09,27.72,17.05,6.24
416,2018-09-12,2018-09-12,224.94,225.0,219.84,221.07,215.9358,49278740.0,0.0,1.0,56.99999999999999,64.02,55.00000000000001,12.0
415,2018-09-13,2018-09-13,223.52,228.35,222.57,226.41,221.1517,41706377.0,0.0,1.0,37.62,66.0,53.35,10.56
414,2018-09-14,2018-09-14,225.75,226.84,222.522,223.84,218.6414,31999289.0,0.0,1.0,32.489999999999995,56.76000000000001,50.6,8.76
413,2018-09-17,2018-09-17,222.15,222.95,217.27,217.88,212.8199,37195133.0,0.0,1.0,21.6,32.48,28.08,9.75
412,2018-09-18,2018-09-18,217.79,221.85,217.12,218.24,213.1715,31571712.0,0.0,1.0,20.64,33.059999999999995,29.64,8.32
411,2018-09-19,2018-09-19,218.5,219.62,215.3,218.37,213.2985,27123833.0,0.0,1.0,20.64,31.9,29.64,9.62
410,2018-09-20,2018-09-20,220.24,222.28,219.15,220.03,214.9199,26608794.0,0.0,1.0,20.64,30.74,27.04,10.01
409,2018-09-21,2018-09-21,220.78,221.36,217.29,217.66,212.605,96246748.0,0.0,1.0,22.56,37.7,34.84,9.36
408,2018-09-24,2018-09-24,216.82,221.26,216.63,220.79,215.6623,27693358.0,0.0,1.0,22.56,30.24,32.76,10.01
407,2018-09-25,2018-09-25,219.75,222.82,219.7,222.19,217.0298,24554379.0,0.0,1.0,21.6,29.70000000000001,37.44,9.49
406,2018-09-26,2018-09-26,221.0,223.75,219.76,220.42,215.3009,23984706.0,0.0,1.0,21.12,28.62,31.72,8.97
405,2018-09-27,2018-09-27,223.82,226.44,223.54,224.95,219.7257,30181227.0,0.0,1.0,20.16,27.54000000000001,28.08,8.58
404,2018-09-28,2018-09-28,224.79,225.84,224.02,225.74,220.4973,22929364.0,0.0,1.0,20.16,27.54000000000001,28.08,8.58
403,2018-10-01,2018-10-01,227.95,229.42,226.35,227.26,221.982,23600802.0,0.0,1.0,36.08,42.3,38.54,8.71
402,2018-10-02,2018-10-02,227.25,230.0,226.63,229.28,223.9551,24788170.0,0.0,1.0,35.2,39.48,36.49,8.06
401,2018-10-03,2018-10-03,230.05,233.47,229.78,232.07,226.6803,28654799.0,0.0,1.0,35.64,41.36,37.31,9.36
400,2018-10-04,2018-10-04,230.78,232.35,226.73,227.99,222.6951,32042000.0,0.0,1.0,34.32,39.01,35.66999999999999,8.06
399,2018-10-05,2018-10-05,227.96,228.41,220.58,224.29,219.081,33580463.0,0.0,1.0,36.08,38.07,33.62,7.8000000000000025
398,2018-10-08,2018-10-08,222.21,224.8,220.2,223.77,218.5731,29663923.0,0.0,1.0,36.96,34.83,29.6,7.439999999999999
397,2018-10-09,2018-10-09,223.64,227.27,222.2462,226.87,221.6011,26891029.0,0.0,1.0,33.88,34.4,30.71,8.04
396,2018-10-10,2018-10-10,225.46,226.35,216.05,216.36,211.3352,41990554.0,0.0,1.0,32.12,33.54,29.23,6.48
395,2018-10-11,2018-10-11,214.52,219.5,212.32,214.45,209.4695,53124392.0,0.0,1.0,32.56,32.68,27.75,7.3199999999999985
394,2018-10-12,2018-10-12,220.42,222.88,216.84,222.11,216.9516,40337851.0,0.0,1.0,34.32,33.54,28.49,7.08
393,2018-10-15,2018-10-15,221.16,221.83,217.27,217.36,212.3119,30791007.0,0.0,1.0,29.6,32.25,26.6,8.71
392,2018-10-16,2018-10-16,218.93,222.99,216.7627,222.15,216.9907,29183963.0,0.0,1.0,28.8,32.68,27.3,8.19
391,2018-10-17,2018-10-17,222.3,222.64,219.34,221.19,216.053,22885397.0,0.0,1.0,27.6,32.25,24.85,7.67
390,2018-10-18,2018-10-18,217.86,219.74,213.0,216.02,211.003,32581315.0,0.0,1.0,29.20000000000001,31.82,24.15,8.32
389,2018-10-19,2018-10-19,218.06,221.26,217.43,219.31,214.2166,33078726.0,0.0,1.0,30.8,36.98,26.95,8.19
388,2018-10-22,2018-10-22,219.79,223.36,218.94,220.65,215.5255,28792082.0,0.0,1.0,28.08,36.34,24.09,8.16
387,2018-10-23,2018-10-23,215.83,223.25,214.7,222.73,217.5572,38767846.0,0.0,1.0,29.25,37.26000000000001,23.76,7.56
386,2018-10-24,2018-10-24,222.6,224.23,214.54,215.09,210.0946,40925163.0,0.0,1.0,27.69,34.5,22.44,6.72
385,2018-10-25,2018-10-25,217.71,221.38,216.75,219.8,214.6953,29855768.0,0.0,1.0,27.3,34.5,23.43,8.4
384,2018-10-26,2018-10-26,215.9,220.19,212.67,216.3,211.2765,47258375.0,0.0,1.0,27.69,39.1,23.1,7.68
383,2018-10-29,2018-10-29,219.19,219.69,206.09,212.24,207.3108,45935520.0,0.0,1.0,29.82,36.9,24.75,9.6
382,2018-10-30,2018-10-30,211.15,215.18,209.27,213.3,208.3462,36659990.0,0.0,1.0,38.64,35.55000000000001,23.76,15.0
381,2018-10-31,2018-10-31,216.88,220.45,216.62,218.86,213.7771,38358933.0,0.0,1.0,31.92,36.0,22.11,11.55
380,2018-11-01,2018-11-01,219.05,222.36,216.81,222.22,217.0591,58323180.0,0.0,1.0,19.74,26.55,7.5900000000000025,2.85
379,2018-11-02,2018-11-02,209.55,213.65,205.43,207.48,202.6614,91328654.0,0.0,1.0,20.16,27.9,7.5900000000000025,2.7
378,2018-11-05,2018-11-05,204.3,204.39,198.17,201.59,196.9082,66163669.0,0.0,1.0,17.1,25.37,9.0,3.0
377,2018-11-06,2018-11-06,201.92,204.72,201.69,203.77,199.0375,31882881.0,0.0,1.0,16.72,24.94,8.64,2.7
376,2018-11-07,2018-11-07,205.97,210.06,204.13,209.95,205.074,33424434.0,0.0,1.0,14.82,21.93,7.56,2.55
375,2018-11-08,2018-11-08,209.98,210.12,206.75,208.49,204.361,25362636.0,0.73,1.0,16.72,24.08,8.64,3.0
374,2018-11-09,2018-11-09,205.55,206.01,202.25,204.47,200.4206,34365750.0,0.0,1.0,17.1,24.51,8.64,3.0
373,2018-11-12,2018-11-12,199.0,199.85,193.79,194.17,190.3246,51135518.0,0.0,1.0,20.16,27.09,10.53,3.78
372,2018-11-13,2018-11-13,191.63,197.18,191.4501,192.23,188.423,46882936.0,0.0,1.0,20.16,25.37,10.53,4.32
371,2018-11-14,2018-11-14,193.9,194.48,185.93,186.8,183.1005,60800957.0,0.0,1.0,19.74,24.94,10.14,4.32
370,2018-11-15,2018-11-15,188.39,191.97,186.9,191.41,187.6192,46478801.0,0.0,1.0,18.48,24.51,10.14,3.96
369,2018-11-16,2018-11-16,190.5,194.9695,189.46,193.53,189.6973,36928253.0,0.0,1.0,19.74,24.94,9.75,4.32
368,2018-11-19,2018-11-19,190.0,190.7,184.99,185.86,182.1792,41920872.0,0.0,1.0,34.72,34.56,24.75,11.47
367,2018-11-20,2018-11-20,178.37,181.47,175.51,176.98,173.475,67825247.0,0.0,1.0,37.2,33.480000000000004,25.5,11.84
366,2018-11-21,2018-11-21,179.73,180.27,176.55,176.78,173.27900000000002,31124210.0,0.0,1.0,47.74,38.34,30.75,13.69
365,2018-11-23,2018-11-23,174.94,176.595,172.1,172.29,168.8779,23623972.0,0.0,1.0,61.38,54.0,75.0,37.0
364,2018-11-26,2018-11-26,174.24,174.95,170.26,174.62,171.1618,44998520.0,0.0,1.0,29.48,33.84,32.45,19.14
363,2018-11-27,2018-11-27,171.51,174.77,170.88,174.24,170.7893,41387377.0,0.0,1.0,23.32,30.55,22.0,12.76
362,2018-11-28,2018-11-28,176.73,181.29,174.93,180.94,177.3566,46062539.0,0.0,1.0,20.24,29.14,17.05,8.7
361,2018-11-29,2018-11-29,182.66,182.8,177.7,179.55,175.9941,41769992.0,0.0,1.0,20.68,29.14,16.5,8.7
360,2018-11-30,2018-11-30,180.29,180.33,177.03,178.58,175.0433,39531549.0,0.0,1.0,19.8,28.67,15.95,7.539999999999999
359,2018-12-03,2018-12-03,184.46,184.94,181.21,184.82,181.1597,40798002.0,0.0,1.0,18.72,24.64,10.58,6.24
358,2018-12-04,2018-12-04,180.95,182.3899,176.27,176.69,173.1908,41344282.0,0.0,1.0,18.72,25.08,10.12,6.5
357,2018-12-06,2018-12-06,171.76,174.78,170.42,174.72,171.2598,43098410.0,0.0,1.0,19.11,24.64,11.5,6.5
356,2018-12-07,2018-12-07,173.49,174.49,168.3,168.49,165.1532,42281631.0,0.0,1.0,19.5,24.64,11.5,6.76
355,2018-12-10,2018-12-10,165.0,170.09,163.33,169.6,166.2412,62025994.0,0.0,1.0,21.84,24.64,12.5,7.290000000000001
354,2018-12-11,2018-12-11,171.66,171.79,167.0,168.63,165.2904,47281665.0,0.0,1.0,20.58,24.64,13.0,6.75
353,2018-12-12,2018-12-12,170.4,171.92,169.02,169.1,165.7511,35627674.0,0.0,1.0,20.16,24.2,12.0,6.48
352,2018-12-13,2018-12-13,170.49,172.57,169.55,170.95,167.5644,31897827.0,0.0,1.0,21.0,23.76,12.5,6.210000000000001
351,2018-12-14,2018-12-14,169.0,169.08,165.28,165.48,162.2028,40703710.0,0.0,1.0,21.42,24.64,12.5,7.0200000000000005
350,2018-12-17,2018-12-17,165.45,168.35,162.73,163.94,160.6933,44287922.0,0.0,1.0,23.32,28.32,15.12,9.9
349,2018-12-18,2018-12-18,165.38,167.53,164.39,166.07,162.7811,33841518.0,0.0,1.0,22.88,27.84,15.12,9.9
348,2018-12-19,2018-12-19,166.0,167.45,159.09,160.89,157.7037,49047297.0,0.0,1.0,23.32,27.84,15.12,9.57
347,2018-12-20,2018-12-20,160.4,162.11,155.3,156.83,153.7241,64772960.0,0.0,1.0,23.76,28.8,15.68,10.23
346,2018-12-21,2018-12-21,156.86,158.16,149.63,150.73,147.7449,95744384.0,0.0,1.0,25.08,29.76,15.68,10.89
345,2018-12-24,2018-12-24,148.15,151.55,146.59,146.83,143.9221,37169232.0,0.0,1.0,37.62,42.7,35.0,29.04000000000001
344,2018-12-26,2018-12-26,148.3,157.23,146.72,157.17,154.0573,58582544.0,0.0,1.0,49.59,55.51,76.0,66.0
343,2018-12-27,2018-12-27,155.84,156.77,150.07,156.15,153.0575,53117065.0,0.0,1.0,39.9,47.58,50.0,43.56
342,2018-12-28,2018-12-28,157.5,158.52,154.55,156.23,153.136,42291424.0,0.0,1.0,34.2,42.7,40.0,32.34
341,2018-12-31,2018-12-31,158.53,159.36,156.48,157.74,154.6161,35003466.0,0.0,1.0,23.22,28.8,14.31,12.24
340,2019-01-02,2019-01-02,154.89,158.85,154.23,157.92,154.7925,37039737.0,0.0,1.0,37.84,45.6,52.47000000000001,21.96
339,2019-01-03,2019-01-03,143.98,145.72,142.0,142.19,139.374,91312195.0,0.0,1.0,43.0,45.12,52.47000000000001,21.96
338,2019-01-04,2019-01-04,144.53,148.5499,143.8,148.26,145.3238,58607070.0,0.0,1.0,39.99,43.68,53.0,21.24
337,2019-01-07,2019-01-07,148.7,148.83,145.9,147.93,145.0003,54777764.0,0.0,1.0,29.6,33.62,34.03,24.78
336,2019-01-08,2019-01-08,149.56,151.82,148.52,150.75,147.7645,41025314.0,0.0,1.0,29.23,33.62,34.44,29.4
335,2019-01-09,2019-01-09,151.29,154.53,149.63,153.31,150.2738,45099081.0,0.0,1.0,29.23,32.8,31.98,27.3
334,2019-01-10,2019-01-10,152.5,153.97,150.86,153.8,150.7541,35780670.0,0.0,1.0,28.12,32.39,30.34,34.44
333,2019-01-11,2019-01-11,152.88,153.7,151.51,152.29,149.274,27023241.0,0.0,1.0,27.75,32.8,31.16,34.44
332,2019-01-14,2019-01-14,150.85,151.27,149.22,150.0,147.0293,32439186.0,0.0,1.0,24.82,31.20000000000001,24.84,28.29
331,2019-01-15,2019-01-15,150.27,153.39,150.05,153.07,150.0385,28710324.0,0.0,1.0,24.82,30.03,24.84,25.42
330,2019-01-16,2019-01-16,153.08,155.88,153.0,154.94,151.8715,30569706.0,0.0,1.0,24.82,30.03,23.76,27.06
329,2019-01-17,2019-01-17,154.2,157.66,153.26,155.86,152.7733,29821160.0,0.0,1.0,24.82,30.81,23.04,27.06
328,2019-01-18,2019-01-18,157.5,157.88,155.9806,156.82,153.7143,33751023.0,0.0,1.0,24.48,30.03,23.04,32.39
327,2019-01-22,2019-01-22,156.41,156.73,152.62,153.3,150.264,30393970.0,0.0,1.0,24.14,29.64,19.2,26.91
326,2019-01-23,2019-01-23,154.15,155.14,151.7,153.92,150.8717,23130570.0,0.0,1.0,22.78,28.86,19.2,23.01
325,2019-01-24,2019-01-24,154.11,154.48,151.74,152.7,149.6759,25441549.0,0.0,1.0,23.46,28.86,19.52,26.52
324,2019-01-25,2019-01-25,155.48,158.13,154.32,157.76,154.6357,33547893.0,0.0,1.0,23.8,29.25,19.84,27.69
323,2019-01-28,2019-01-28,155.79,156.33,153.66,156.3,153.2046,26192058.0,0.0,1.0,24.85,28.12,17.099999999999998,43.0
322,2019-01-29,2019-01-29,156.25,158.13,154.11,154.68,151.6167,41587239.0,0.0,1.0,27.65,30.78,18.0,35.26
321,2019-01-30,2019-01-30,163.25,166.15,160.23,165.25,161.9773,61109780.0,0.0,1.0,26.6,28.5,16.8,30.1
320,2019-01-31,2019-01-31,166.11,169.0,164.56,166.44,163.1438,40739649.0,0.0,1.0,23.8,28.5,15.6,27.09
319,2019-02-01,2019-02-01,166.96,168.98,165.93,166.52,163.2222,32668138.0,0.0,1.0,31.15,31.92,23.1,35.69
318,2019-02-04,2019-02-04,167.41,171.655,167.28,171.25,167.8585,31495582.0,0.0,1.0,25.92,29.23,25.08,24.82
317,2019-02-05,2019-02-05,172.86,175.08,172.3501,174.18,170.7305,36101628.0,0.0,1.0,29.12,29.97,27.72,25.16
316,2019-02-06,2019-02-06,174.65,175.57,172.8531,174.24,170.7893,28239591.0,0.0,1.0,27.2,29.97,26.07,24.48
315,2019-02-07,2019-02-07,172.4,173.94,170.34,170.94,167.5546,31741690.0,0.0,1.0,27.52,29.97,26.4,24.82
314,2019-02-08,2019-02-08,168.99,170.66,168.42,170.41,167.7507,23819966.0,0.73,1.0,27.84,32.56,27.06,26.520000000000003
313,2019-02-11,2019-02-11,171.05,171.21,169.25,169.43,166.78599999999997,20993425.0,0.0,1.0,27.2,29.88,27.72,27.75
312,2019-02-12,2019-02-12,170.1,171.0,169.7,170.89,168.2232,22283523.0,0.0,1.0,27.2,30.24,26.4,28.12
311,2019-02-13,2019-02-13,171.39,172.48,169.92,170.18,167.5243,22490233.0,0.0,1.0,27.52,29.52,25.74,34.78
310,2019-02-14,2019-02-14,169.71,171.2615,169.38,170.8,168.1346,21835747.0,0.0,1.0,27.84,28.8,27.06,37.0
309,2019-02-15,2019-02-15,171.25,171.7,169.75,170.42,167.7605,24626814.0,0.0,1.0,28.16,30.24,28.71,32.56
308,2019-02-19,2019-02-19,169.71,171.44,169.49,170.93,168.2626,18972826.0,0.0,1.0,28.38000000000001,31.92,24.49,21.12
307,2019-02-20,2019-02-20,171.19,173.32,170.99,172.03,169.3454,26114362.0,0.0,1.0,28.38000000000001,32.68,23.87,20.8
306,2019-02-21,2019-02-21,171.8,172.37,170.3,171.06,168.3905,17249670.0,0.0,1.0,29.04000000000001,33.06,23.87,21.12
305,2019-02-22,2019-02-22,171.58,173.0,171.38,172.97,170.2707,18913154.0,0.0,1.0,29.37,32.68,23.25,20.8
304,2019-02-25,2019-02-25,174.16,175.87,173.95,174.23,171.5111,21873358.0,0.0,1.0,26.35,31.82,23.1,21.7
303,2019-02-26,2019-02-26,173.71,175.3,173.1732,174.33,171.6095,17070211.0,0.0,1.0,26.04,32.56,22.8,22.32
302,2019-02-27,2019-02-27,173.21,175.0,172.73,174.87,172.1411,27835389.0,0.0,1.0,26.35,31.45,23.7,22.01
301,2019-02-28,2019-02-28,174.32,174.91,172.92,173.15,170.4479,28215416.0,0.0,1.0,25.73,31.45,21.9,22.63
300,2019-03-01,2019-03-01,174.28,175.15,172.89,174.97,172.2395,25886167.0,0.0,1.0,18.29,31.08,25.8,13.64
299,2019-03-04,2019-03-04,175.69,177.75,173.97,175.85,173.1058,27436203.0,0.0,1.0,18.29,31.45,24.65,13.02
298,2019-03-05,2019-03-05,175.94,176.0,174.54,175.53,172.7908,19737419.0,0.0,1.0,17.36,28.49,20.59,13.95
297,2019-03-06,2019-03-06,174.67,175.49,173.94,174.52,171.7965,20810384.0,0.0,1.0,17.36,28.86,21.46,13.02
296,2019-03-07,2019-03-07,173.87,174.44,172.02,172.5,169.8081,24796374.0,0.0,1.0,18.6,29.6,22.33,13.02
295,2019-03-08,2019-03-08,170.32,173.07,169.5,172.91,170.2117,23999358.0,0.0,1.0,18.29,29.97,20.88,13.64
294,2019-03-11,2019-03-11,175.49,179.12,175.35,178.9,176.1082,32011034.0,0.0,1.0,19.22,28.8,24.65,14.52
293,2019-03-12,2019-03-12,180.0,182.67,179.37,180.91,178.0868,32467584.0,0.0,1.0,18.6,29.52,23.2,13.86
292,2019-03-13,2019-03-13,182.25,183.3,180.92,181.71,178.8743,31032524.0,0.0,1.0,18.29,29.52,22.91,15.510000000000002
291,2019-03-14,2019-03-14,183.9,184.1,182.56,183.73,180.8628,23579508.0,0.0,1.0,18.29,28.8,21.46,16.830000000000002
290,2019-03-15,2019-03-15,184.85,187.33,183.74,186.12,183.2155,39042912.0,0.0,1.0,17.36,28.08,22.04,15.84
289,2019-03-18,2019-03-18,185.8,188.39,185.79,188.02,185.0859,26219832.0,0.0,1.0,20.790000000000006,29.88,24.36,22.56
288,2019-03-19,2019-03-19,188.35,188.99,185.92,186.53,183.6191,31646369.0,0.0,1.0,21.12,28.8,22.91,21.15
287,2019-03-20,2019-03-20,186.23,189.49,184.73,188.16,185.2237,31035231.0,0.0,1.0,21.78,28.8,22.91,47.0
286,2019-03-21,2019-03-21,190.02,196.33,189.81,195.09,192.0455,51034237.0,0.0,1.0,21.12,28.08,21.75,43.24
285,2019-03-22,2019-03-22,195.34,197.69,190.78,191.05,188.0686,42407666.0,0.0,1.0,20.130000000000006,28.44,21.75,29.14
