date,apple,iphone,apple watch,airpods
2019-12-21,25.8,30.82,17.490000000000002,20.52
2019-12-22,35.379999999999995,39.53,32.98,36.0
2019-12-23,34.8,37.169999999999995,31.04,36.0
2019-12-24,38.86,38.94,33.949999999999996,36.0
2019-12-25,57.99999999999999,59.0,97.0,100.0
2019-12-26,48.13999999999999,50.15,75.66,74.0
2019-12-27,38.279999999999994,43.07,49.47,48.0
2019-12-28,37.12,41.3,41.71,40.0
2019-12-29,23.52,29.44,19.8,18.02
2019-12-30,22.259999999999998,27.6,17.6,15.9
2019-12-31,22.259999999999998,28.060000000000002,15.950000000000001,14.31
2020-01-01,40.74,46.0,51.7,48.760000000000005
2020-01-02,42.0,43.7,55.00000000000001,53.0
2020-01-03,40.74,43.7,53.900000000000006,52.470000000000006
2020-01-04,41.16,44.620000000000005,53.35,50.35
2020-01-05,36.1,39.769999999999996,40.42,42.769999999999996
2020-01-06,34.2,36.08,37.41,44.65
2020-01-07,33.82,34.85,35.69,44.18
2020-01-08,33.06,34.03,32.25,42.769999999999996
2020-01-09,33.06,33.62,32.25,46.059999999999995
2020-01-10,32.3,34.44,32.25,42.769999999999996
2020-01-11,34.2,37.72,33.97,44.65
2020-01-12,32.4,34.58,28.49,38.269999999999996
2020-01-13,29.52,29.64,25.53,35.26
2020-01-14,28.799999999999997,29.26,24.79,35.69
2020-01-15,29.88,29.26,24.05,36.12
2020-01-16,29.88,30.02,24.79,35.69
2020-01-17,30.24,29.64,24.79,37.41
2020-01-18,32.04,34.2,25.9,36.98
2020-01-19,31.32,34.32,24.48,30.42
2020-01-20,30.599999999999998,34.32,23.12,30.03
2020-01-21,29.16,31.200000000000003,21.76,29.25
2020-01-22,29.16,30.810000000000002,20.400000000000002,30.03
2020-01-23,29.52,30.03,20.740000000000002,31.200000000000003
2020-01-24,30.24,28.86,21.76,29.64
2020-01-25,30.959999999999997,33.15,23.12,30.810000000000002
2020-01-26,26.73,27.880000000000003,20.48,26.64
2020-01-27,24.09,23.8,18.240000000000002,25.16
2020-01-28,25.740000000000002,24.14,17.92,28.86
2020-01-29,26.400000000000002,24.48,19.52,27.38
2020-01-30,25.740000000000002,25.500000000000004,19.84,27.75
2020-01-31,25.41,24.48,19.84,26.64
2020-02-01,32.34,32.300000000000004,32.0,35.89
2020-02-02,31.04,33.25,30.69,32.76
2020-02-03,25.28,26.599999999999998,24.42,28.08
2020-02-04,27.52,28.349999999999998,26.07,29.88
2020-02-05,28.16,28.7,25.740000000000002,30.24
2020-02-06,28.16,29.4,26.400000000000002,31.68
2020-02-07,28.8,29.049999999999997,27.060000000000002,31.32
2020-02-08,31.04,32.55,30.360000000000003,34.56
2020-02-09,33.0,35.0,29.12,37.0
2020-02-10,30.360000000000003,29.4,25.6,31.82
2020-02-11,28.71,29.049999999999997,23.36,32.19
2020-02-12,29.040000000000003,29.4,23.68,31.08
2020-02-13,28.71,28.7,24.64,32.56
2020-02-14,29.040000000000003,30.099999999999998,25.6,33.3
2020-02-15,31.68,33.949999999999996,28.16,34.78
2020-02-16,30.400000000000002,37.0,30.360000000000003,34.199999999999996
2020-02-17,29.44,33.67,30.03,31.32
2020-02-18,29.44,31.82,26.07,29.88
2020-02-19,28.48,31.08,25.080000000000002,30.599999999999998
2020-02-20,28.16,30.34,25.740000000000002,30.599999999999998
2020-02-21,28.16,31.45,24.75,30.599999999999998
2020-02-22,30.72,35.89,29.37,31.32
2020-02-23,31.35,35.64,24.9,30.959999999999997
2020-02-24,30.03,30.959999999999997,22.8,28.799999999999997
2020-02-25,29.37,30.599999999999998,24.0,31.32
2020-02-26,29.040000000000003,30.599999999999998,21.599999999999998,30.599999999999998
2020-02-27,30.360000000000003,32.04,23.099999999999998,29.88
2020-02-28,31.35,32.04,22.5,30.24
2020-02-29,31.68,35.64,25.5,32.76
2020-03-01,30.03,36.0,28.999999999999996,34.0
2020-03-02,29.040000000000003,29.88,24.36,29.92
2020-03-03,31.68,31.68,23.49,27.540000000000003
2020-03-04,28.71,29.88,23.49,28.900000000000002
2020-03-05,28.380000000000003,29.88,22.33,28.220000000000002
2020-03-06,28.71,29.52,22.33,31.28
2020-03-07,30.69,34.92,26.68,32.64
2020-03-08,28.16,33.660000000000004,24.18,28.83
2020-03-09,27.84,27.200000000000003,21.32,27.9
2020-03-10,27.2,27.200000000000003,20.02,25.73
2020-03-11,26.240000000000002,26.520000000000003,19.5,25.11
2020-03-12,25.6,23.12,16.38,22.63
2020-03-13,26.240000000000002,24.48,16.12,21.7
2020-03-14,32.0,29.92,18.98,24.18
2020-03-15,29.040000000000003,28.05,13.3,23.240000000000002
2020-03-16,28.71,24.09,10.26,20.160000000000004
2020-03-17,28.05,24.42,9.31,20.720000000000002
2020-03-18,30.03,25.41,9.88,20.44
2020-03-19,30.03,26.400000000000002,10.26,21.560000000000002
2020-03-20,27.39,25.080000000000002,9.5,19.040000000000003
2020-03-21,30.03,28.05,11.59,20.44
2020-03-22,32.300000000000004,29.580000000000002,13.229999999999999,23.7
2020-03-23,29.92,26.860000000000003,11.129999999999999,23.4
2020-03-24,30.94,26.860000000000003,11.969999999999999,22.5
2020-03-25,30.94,27.880000000000003,12.389999999999999,24.0
2020-03-26,29.92,28.220000000000002,12.389999999999999,23.099999999999998
2020-03-27,29.92,27.880000000000003,12.6,24.0
2020-03-28,32.300000000000004,30.26,14.07,23.4
2020-03-29,29.12,30.799999999999997,15.12,20.25
2020-03-30,27.2,27.299999999999997,12.18,19.71
2020-03-31,27.52,28.0,12.809999999999999,18.900000000000002
2020-04-01,24.0,23.45,12.389999999999999,21.87
2020-04-02,23.36,23.45,12.389999999999999,21.6
2020-04-03,23.68,23.45,11.76,20.790000000000003
2020-04-04,25.28,25.9,14.07,20.25
2020-04-05,25.740000000000002,24.849999999999998,16.32,22.680000000000003
2020-04-06,24.09,22.4,14.399999999999999,21.28
2020-04-07,24.42,23.45,15.36,22.96
2020-04-08,24.75,24.5,15.12,23.520000000000003
2020-04-09,24.09,24.5,14.399999999999999,22.400000000000002
2020-04-10,25.740000000000002,24.15,15.84,23.520000000000003
2020-04-11,28.05,25.9,18.24,24.360000000000003
2020-04-12,32.370000000000005,33.97,19.880000000000003,25.419999999999998
2020-04-13,30.03,30.53,18.200000000000003,26.97
2020-04-14,30.810000000000002,31.39,20.44,26.35
2020-04-15,33.93,39.56,21.000000000000004,28.52
2020-04-16,35.49,41.71,21.840000000000003,31.0
2020-04-17,37.44,43.0,22.680000000000003,28.52
2020-04-18,39.0,40.42,25.76,29.45
2020-04-19,33.67,35.26,24.939999999999998,27.0
2020-04-20,30.71,31.569999999999997,21.75,25.2
2020-04-21,31.08,30.34,22.619999999999997,26.7
2020-04-22,31.08,32.8,23.779999999999998,27.599999999999998
2020-04-23,31.08,31.979999999999997,22.33,24.9
2020-04-24,31.08,34.85,23.49,24.0
2020-04-25,33.67,35.669999999999995,24.939999999999998,26.4
2020-04-26,35.49,32.370000000000005,34.0,25.2
2020-04-27,33.54,30.42,30.94,26.099999999999998
2020-04-28,33.93,30.810000000000002,30.26,27.3
2020-04-29,33.54,29.25,28.900000000000002,26.4
2020-04-30,34.71,30.03,29.580000000000002,26.4
2020-05-01,37.050000000000004,35.1,25.840000000000003,27.3
2020-05-02,38.61,39.0,32.300000000000004,28.5
2020-05-03,36.1,36.27,35.34,27.3
2020-05-04,34.58,33.54,30.4,26.7
2020-05-05,36.1,33.54,30.78,27.3
2020-05-06,36.480000000000004,37.83,33.06,29.4
2020-05-07,34.58,34.71,31.54,28.2
2020-05-08,35.34,34.71,31.92,26.7
2020-05-09,38.0,38.22,38.0,30.0
