date,date,open_dollar_eur,high_dollar_eur,low_dollar_eur,dollar_eur,Unnamed: 0,crisis,job,loan,unemployment,default,suicide,killing,disorder,crime,usurer,war,uprising,hiring,work,usajob,apply
2017-03-06,2017-03-06,0.9423,0.9454,0.9398,0.9448,64.0,33.12,26.320000000000004,44.64,4.0,80.83999999999997,29.75,21.96,89.3,59.63,16.919999999999998,25.65,13.0,56.99999999999999,77.89999999999998,19.89,39.06
2017-03-07,2017-03-07,0.9449,0.9467,0.943,0.9461,65.0,33.48,28.000000000000004,44.16,3.0,83.66,28.7,20.16,90.24,55.61000000000001,16.919999999999998,26.73,11.83,56.42999999999999,77.89999999999998,29.07,40.74
2017-03-08,2017-03-08,0.9461,0.9489,0.9453,0.9485,66.0,31.32,26.88000000000001,41.76,2.64,90.24,29.4,22.32,92.12,54.27,17.64,26.73,10.27,54.15,82.0,20.91,38.64
2017-03-09,2017-03-09,0.9486,0.9498,0.9420000000000001,0.9453,67.0,29.52,27.160000000000004,42.72,2.24,89.3,28.0,22.68,87.42,51.59,0.0,27.0,11.18,50.16,80.36,20.91,37.38
2017-03-10,2017-03-10,0.9453,0.9456,0.9344,0.9367,68.0,27.0,24.64,39.84,2.32,78.96,28.0,20.16,78.96,54.94000000000001,0.0,24.57,10.01,43.31999999999999,72.97999999999998,0.0,32.34
2017-03-13,2017-03-13,0.9362,0.9386,0.9331,0.9386,71.0,26.86000000000001,22.88000000000001,42.3,3.64,77.43,26.86000000000001,21.08,79.8,64.68,6.580000000000001,21.12,7.08,48.23,72.54,20.28,35.6
2017-03-14,2017-03-14,0.9385,0.9432,0.9378,0.9424,72.0,26.520000000000003,24.18,43.24,2.68,83.66,28.56,19.72,69.72,54.12000000000001,14.000000000000002,20.64,10.56,47.7,70.98,21.84,35.6
2017-03-15,2017-03-15,0.9424,0.9424,0.9309,0.9317,73.0,27.88000000000001,23.92,42.3,2.56,77.43,27.20000000000001,21.08,73.08,48.84,14.000000000000002,21.36,11.52,49.29,71.76,0.0,34.4
2017-03-16,2017-03-16,0.9317,0.9338,0.9279,0.9281,74.0,31.96,22.88000000000001,40.89,2.32,76.54,25.840000000000003,19.72,70.56,52.8,7.1400000000000015,20.88,10.44,46.64,70.2,21.84,33.2
2017-03-17,2017-03-17,0.9281,0.9317,0.9272,0.9305,75.0,26.180000000000003,21.32,39.01,2.24,75.65,27.88000000000001,19.72,64.67999999999999,49.5,0.0,19.92,8.879999999999997,38.69000000000001,64.74000000000001,0.0,30.8
2017-03-20,2017-03-20,0.9297,0.9321,0.9295,0.9313,78.0,37.05,26.6,46.08,3.8,77.28,28.05,21.66,82.8,58.74,28.71,23.92,9.24,55.44000000000001,74.52000000000002,54.6,41.28
2017-03-21,2017-03-21,0.9314,0.9324,0.9239,0.9246,79.0,37.05,26.88000000000001,47.52,2.76,84.64,27.39,22.04,84.60000000000002,58.74,14.499999999999998,26.0,9.48,52.08000000000001,77.76,54.6,40.85
2017-03-22,2017-03-22,0.9246,0.9277,0.9238,0.9262,80.0,39.0,27.72,44.16,2.64,84.64,27.39,25.46,88.2,56.1,14.79,24.44,9.36,49.84,77.76,27.3,38.7
2017-03-23,2017-03-23,0.9262,0.9282,0.9254,0.9272,81.0,37.44,26.04000000000001,41.76,2.32,91.08,26.73,26.6,86.4,58.74,14.79,25.22,11.04,52.08000000000001,76.95,27.3,37.84
2017-03-24,2017-03-24,0.9272,0.929,0.9241,0.9258,82.0,31.59,23.8,40.8,2.2,80.04,26.4,26.98,71.10000000000002,51.48,0.0,22.1,10.44,43.68000000000001,71.28,27.3,34.83
2017-03-27,2017-03-27,0.9216,0.9224,0.9169,0.9201,85.0,33.44,26.6,50.0,3.6,79.17,29.58,27.06,84.60000000000002,59.40000000000001,0.0,23.0,11.88,55.28999999999999,76.14,28.7,39.56
2017-03-28,2017-03-28,0.9203,0.9258,0.9194,0.9244,86.0,33.06,26.6,48.5,2.76,83.72,26.86000000000001,41.0,85.5,61.38,22.0,23.25,11.52,54.15,78.57000000000002,29.4,41.28
2017-03-29,2017-03-29,0.9244,0.9308,0.9235,0.9285,87.0,35.72,27.160000000000004,45.0,2.36,85.54,27.88000000000001,29.93,87.3,54.12000000000001,22.44,23.75,10.8,52.44,77.76,44.8,40.85
2017-03-30,2017-03-30,0.9287,0.9368,0.9285,0.9357,88.0,34.58,25.76,44.0,2.52,91.0,27.54000000000001,25.83,90.0,52.8,22.44,23.75,10.68,51.87,76.14,0.0,38.7
2017-03-31,2017-03-31,0.9357,0.9393,0.9342,0.9373,89.0,32.3,23.24,45.5,2.08,78.26,26.86000000000001,25.83,70.2,52.8,0.0,22.75,8.52,42.74999999999999,71.28,60.2,36.12
2017-04-03,2017-04-03,0.9368,0.9392,0.9359,0.9372,92.0,30.4,24.03,47.5,3.76,73.87,13.32,5.18,80.10000000000002,59.22,0.0,16.0,2.94,44.46,71.89,24.4,42.14
2017-04-04,2017-04-04,0.9372,0.9399,0.9357,0.9362,93.0,33.6,25.11000000000001,49.0,2.92,85.44,14.04,5.18,81.9,56.7,35.52,16.32,3.15,44.46,74.26,12.2,42.57
2017-04-05,2017-04-05,0.9361,0.9397,0.9353,0.937,94.0,31.20000000000001,25.65,46.5,2.6,81.88,14.04,4.81,82.8,54.81,0.0,16.64,6.51,41.61,73.47,18.91,39.99
2017-04-06,2017-04-06,0.937,0.9405,0.9358,0.9393,95.0,33.2,25.92,45.0,2.48,79.21000000000002,14.76,4.81,81.9,56.7,18.13,18.24,5.88,43.31999999999999,75.05,0.0,39.13
2017-04-07,2017-04-07,0.9393,0.9448,0.9378,0.9436,96.0,35.6,22.95000000000001,43.5,2.4,75.65,15.12,5.92,69.3,51.66,0.0,32.0,4.2,34.2,68.73,0.0,34.83
2017-04-10,2017-04-10,0.9451,0.9457,0.9424,0.9434,99.0,34.85,24.840000000000003,48.5,4.0,83.7,20.8,5.04,74.8,59.22,15.0,21.42,14.04,46.61,74.10000000000002,10.71,39.06
2017-04-11,2017-04-11,0.9433,0.945,0.9406,0.9427,100.0,36.08,26.19,48.5,2.96,91.14,19.6,4.68,79.2,57.33,0.0,22.1,39.96,47.79,72.54,0.0,39.9
2017-04-12,2017-04-12,0.9427,0.9441,0.9366,0.9373,101.0,35.26,25.65,48.0,2.6,93.0,18.0,4.68,77.44,54.81,15.0,21.08,54.0,59.0,72.54,14.28,39.48
2017-04-13,2017-04-13,0.9373,0.9421,0.9363,0.9418,102.0,31.98,24.3,43.5,2.4,82.77000000000002,18.0,5.04,74.8,53.55,15.0,21.42,35.1,46.61,71.76,10.71,38.22
2017-04-14,2017-04-14,0.9416,0.9426,0.9403,0.9421,103.0,23.78,19.98,42.5,2.0,80.91000000000003,16.8,5.76,65.12,47.25,16.5,19.72,31.32,37.17,63.18,11.73,36.54
2017-04-17,2017-04-17,0.9427,0.9427,0.9371,0.9394,106.0,34.83,25.20000000000001,51.0,3.84,81.0,45.56,100.0,74.62,64.32000000000001,30.0,17.36,16.2,46.98,71.89,7.77,40.32
2017-04-18,2017-04-18,0.9395,0.9399,0.9311,0.9317,107.0,39.99,27.160000000000004,50.49,3.12,89.10000000000002,40.8,67.0,83.72,64.99000000000001,14.7,18.6,11.16,48.13999999999999,74.26,15.17,41.16
2017-04-19,2017-04-19,0.9317,0.9343,0.9311,0.9329999999999999,108.0,35.69,26.320000000000004,47.43,2.72,85.5,59.16,27.0,91.0,67.0,14.4,17.669999999999995,11.88,46.4,73.47,7.4,40.74
2017-04-20,2017-04-20,0.9329999999999999,0.9337,0.9277,0.9329,109.0,38.7,25.76,47.43,2.44,86.4,47.6,19.0,88.27,64.32000000000001,14.7,18.29,10.08,45.24,74.26,7.77,36.54
2017-04-21,2017-04-21,0.9329999999999999,0.9358,0.9313,0.9321,110.0,31.82,23.8,45.39,2.28,83.7,55.76000000000001,16.0,73.71000000000002,58.96,0.0,17.669999999999995,10.44,38.86,68.73,7.77,33.6
2017-04-24,2017-04-24,0.9185,0.9238,0.9182,0.9199,113.0,47.0,29.0,49.5,3.88,88.27,41.61,5.92,94.05,66.0,9.12,21.76,9.24,47.4,77.08,0.0,39.56
2017-04-25,2017-04-25,0.9199,0.9213,0.9129999999999999,0.9146,114.0,45.59,29.0,48.5,2.96,85.54,35.91,5.55,92.15,64.68,0.0,22.44,8.96,48.6,77.08,12.2,43.0
2017-04-26,2017-04-26,0.9147,0.9206,0.9129999999999999,0.9165,115.0,45.59,27.55,48.0,2.64,89.18,34.2,5.92,90.25,64.02,9.12,23.46,7.280000000000001,46.8,79.53999999999998,12.2,41.71
2017-04-27,2017-04-27,0.9165,0.9212,0.9146,0.9194,116.0,46.06,28.13,44.5,2.44,86.45,37.05,5.92,89.3,62.7,9.31,23.8,8.120000000000001,47.4,82.0,25.01,39.13
2017-04-28,2017-04-28,0.9197,0.9208,0.9131,0.9177,117.0,38.07,24.65,43.5,2.16,74.62,30.21,5.18,75.05,54.12000000000001,0.0,21.08,7.280000000000001,39.0,72.16,18.91,34.83
2017-05-01,2017-05-01,0.917,0.9184,0.9152,0.9163,120.0,45.12,27.84,49.0,4.0,87.36,28.8,26.64,87.42,66.0,11.47,35.0,31.0,48.0,78.4,18.48,42.14
2017-05-02,2017-05-02,0.9162,0.9179999999999999,0.9143,0.9146,121.0,44.64,28.42,47.0,3.08,90.09,27.9,25.92,94.0,62.7,11.47,35.0,21.08,49.2,80.0,18.48,39.56
2017-05-03,2017-05-03,0.9146,0.9187,0.9139,0.9181,122.0,43.68,28.42,47.0,2.8000000000000003,88.27,27.9,26.64,87.42,59.40000000000001,11.47,32.2,9.92,49.2,79.2,19.14,43.0
2017-05-04,2017-05-04,0.9181,0.9193,0.9099,0.9104,123.0,48.0,27.55,44.0,2.64,87.36,27.0,28.08,90.24,60.72000000000001,11.47,31.85,8.37,49.2,79.2,56.1,38.7
2017-05-05,2017-05-05,0.9104,0.9126,0.9087,0.9087,124.0,36.96,24.65,42.5,2.56,78.26,27.9,28.08,76.14,52.8,0.0,31.5,8.37,42.0,72.8,48.84,35.69
2017-05-08,2017-05-08,0.9094,0.9158,0.9092,0.915,127.0,34.83,27.72,50.0,3.92,80.96,27.09,26.6,80.96,59.22,0.0,25.2,4.0,54.56,74.69,18.27,40.32
2017-05-09,2017-05-09,0.9149,0.9202,0.9143,0.9185,128.0,36.55,27.72,46.5,3.24,85.36,24.51,25.9,75.68,56.7,7.13,25.5,3.2,52.08,76.23,27.09,40.32
2017-05-10,2017-05-10,0.9186,0.9211,0.9172,0.92,129.0,36.55,27.160000000000004,45.5,2.84,88.0,24.08,24.15,74.8,54.18,7.36,24.6,4.16,49.6,76.23,18.27,37.8
2017-05-11,2017-05-11,0.92,0.9223,0.9177,0.9202,130.0,33.54,26.88000000000001,44.5,2.52,78.32000000000002,24.94,26.95,74.8,56.07,0.0,24.9,4.32,47.12,76.23,18.27,36.12
2017-05-12,2017-05-12,0.9202,0.9209,0.9144,0.9147,131.0,30.1,23.8,44.0,2.2,79.2,26.66,24.85,66.0,53.55,7.5900000000000025,23.1,3.84,42.78,69.3,18.9,33.18
2017-05-15,2017-05-15,0.915,0.9153,0.9097,0.9104,134.0,28.12,27.160000000000004,48.96,3.8,73.96,29.4,25.92,60.84,52.2,0.0,21.840000000000003,2.47,53.32,74.69,11.16,37.31
2017-05-16,2017-05-16,0.9104,0.9108,0.9008,0.9011,135.0,29.26,28.000000000000004,48.45,2.96,79.12,24.99,27.36,59.28,50.4,7.14,21.840000000000003,2.73,54.56,77.0,10.8,38.54
2017-05-17,2017-05-17,0.9009999999999999,0.9021,0.8949,0.8956,136.0,27.74,27.72,47.43,2.6,78.26,26.46,24.12,56.94000000000001,50.4,7.14,21.840000000000003,2.47,50.84,73.92,11.16,38.54
2017-05-18,2017-05-18,0.8957,0.9025,0.8947,0.9,137.0,26.6,25.76,45.39,2.32,78.26,49.0,26.64,60.06,49.2,21.0,20.72,2.6,50.84,71.61,0.0,35.26
2017-05-19,2017-05-19,0.9,0.9007,0.8917,0.8925,138.0,24.7,24.92,45.9,2.2,67.08,42.63,26.64,55.38,47.4,0.0,19.6,2.6,45.88,68.53,11.52,32.8
2017-05-22,2017-05-22,0.8921,0.8956,0.8876,0.8895,141.0,26.64,25.65,49.98,3.72,73.1,26.84,29.26,50.37,53.32,8.91,20.25,2.64,56.07,69.16,23.78,35.66999999999999
2017-05-23,2017-05-23,0.8895,0.8946,0.8874,0.8937,142.0,26.27,25.65,49.98,3.04,76.5,33.44,28.88,51.1,52.08,8.64,18.9,2.52,57.33,71.44,23.2,39.36
2017-05-24,2017-05-24,0.8936,0.8951,0.8907,0.8912,143.0,27.01,26.19,50.49,2.68,77.35,26.4,28.88,52.56,55.8,18.36,18.630000000000006,3.0,51.66,70.68,17.98,35.26
2017-05-25,2017-05-25,0.8912,0.8931,0.8884,0.8915,144.0,25.16,24.3,44.88,2.52,77.35,25.08,28.88,51.83,53.32,9.18,18.09,2.52,51.66,70.68,17.98,37.31
2017-05-26,2017-05-26,0.8916,0.8956,0.8899,0.8942,145.0,21.09,21.87,43.86,2.16,70.55,23.32,28.5,46.72,48.98,0.0,17.55,2.16,44.1,66.12,57.99999999999999,32.39
2017-05-29,2017-05-29,0.894,0.8978,0.8933,0.8975,148.0,15.81,17.82,35.77,2.24,43.45,24.18,40.0,40.87000000000001,47.79,21.6,21.84,2.4,38.4,60.04,21.24,28.0
2017-05-30,2017-05-30,0.8975,0.8999,0.8926,0.8947,149.0,21.7,25.38000000000001,48.02,3.84,68.73,21.45,32.0,44.22000000000001,50.74,0.0,19.5,2.88,64.0,72.2,35.98999999999999,38.40000000000001
2017-05-31,2017-05-31,0.8946,0.8954,0.8884,0.8895,150.0,17.36,26.19,49.0,3.16,76.63000000000002,19.5,34.0,46.90000000000001,49.56,0.0,16.38,1.92,60.16,70.68,0.0,38.40000000000001
2017-06-01,2017-06-01,0.8895,0.8924,0.8882,0.8911,151.0,27.9,24.3,45.08,2.56,70.31,29.64,28.8,64.32000000000001,53.1,17.82,20.8,11.16,56.96,72.96000000000002,40.12,35.6
2017-06-02,2017-06-02,0.8911,0.8922,0.8858,0.8864,152.0,29.45,23.22,43.12,2.32,70.31,28.47,27.6,58.290000000000006,49.56,0.0,18.98,9.12,51.2,69.16,37.17,32.4
2017-06-05,2017-06-05,0.8864,0.8897,0.8859999999999999,0.888,155.0,27.84,26.04000000000001,47.43,3.68,76.53999999999998,26.64,30.36,67.67999999999999,50.16,15.12,19.55,11.0,62.56,72.2,28.4,36.96
2017-06-06,2017-06-06,0.888,0.8895,0.8859999999999999,0.8864,156.0,32.0,28.000000000000004,49.98,2.92,79.12,24.79,35.2,72.0,51.87,15.12,23.0,10.23,66.64,72.96000000000002,41.89,38.64
2017-06-07,2017-06-07,0.8864,0.8922,0.8862,0.888,157.0,29.76,26.88000000000001,46.92,2.6,80.84,29.23,34.76,72.0,56.42999999999999,0.0,18.630000000000006,10.78,64.60000000000001,75.24,56.8,42.0
2017-06-08,2017-06-08,0.888,0.8929,0.8872,0.8924,158.0,28.16,25.20000000000001,44.37,2.32,79.98,25.9,37.84,67.67999999999999,51.3,15.36,16.79,8.69,61.88,70.68,28.4,36.96
2017-06-09,2017-06-09,0.8923,0.8953,0.8915,0.8931,159.0,25.6,22.96,45.39,2.28,77.4,26.64,44.0,59.04,50.73,0.0,16.330000000000002,9.02,53.72000000000001,69.92,29.82,33.18
2017-06-12,2017-06-12,0.8923,0.893,0.8902,0.8925,162.0,25.73,24.03,50.96,3.8,71.38,25.84,34.4,62.1,57.95,24.32,14.6,9.79,64.32000000000001,74.69,62.0,37.31
2017-06-13,2017-06-13,0.8925,0.8938,0.8908,0.8919,163.0,24.49,24.57,48.36,3.0,78.26,29.26,33.97,62.1,53.07,23.56,14.0,9.68,62.98,73.92,24.8,36.49
2017-06-14,2017-06-14,0.8919,0.893,0.885,0.8918,164.0,29.76,24.3,48.88,2.64,83.42,26.22,34.4,65.55,57.95,23.94,13.2,9.9,64.32000000000001,74.69,24.8,38.95
2017-06-15,2017-06-15,0.8918,0.898,0.8902,0.8969,165.0,28.52,23.76,48.88,2.36,85.14,24.7,36.12,63.48,57.95,25.46,12.6,8.47,60.3,73.15,26.04,39.36
2017-06-16,2017-06-16,0.8969,0.8975,0.8923,0.8937,166.0,24.8,21.87,47.84,2.28,71.38,36.1,32.68,63.48,51.85,38.0,12.2,10.23,52.93,69.3,26.04,33.62
2017-06-19,2017-06-19,0.8923,0.8971,0.8916,0.8965,169.0,19.17,26.04000000000001,50.44000000000001,3.72,78.26,23.8,34.44,61.41,59.22,0.0,12.35,6.7,68.6,75.46000000000002,34.84,36.96
2017-06-20,2017-06-20,0.8965,0.8991,0.8954,0.8978,170.0,21.06,26.88000000000001,49.92,3.08,84.28,24.5,31.08,62.1,61.74,0.0,12.16,8.0,70.0,75.46000000000002,19.76,39.48
2017-06-21,2017-06-21,0.8978,0.8984,0.8948,0.8952,171.0,20.790000000000006,26.320000000000004,49.4,2.68,86.0,25.9,31.08,69.0,63.0,0.0,11.21,5.8000000000000025,67.19999999999999,75.46000000000002,20.28,39.9
2017-06-22,2017-06-22,0.8952,0.8974,0.8944,0.8966,172.0,19.17,26.04000000000001,47.84,2.44,78.26,23.1,34.02,66.24,61.11,9.92,11.02,7.3000000000000025,66.5,76.23,20.28,37.8
2017-06-23,2017-06-23,0.8966,0.897,0.892,0.8932,173.0,19.44,23.24,47.32,2.24,73.1,22.75,34.44,61.41,57.96,0.0,10.64,9.2,63.7,73.92,30.68,33.18
2017-06-26,2017-06-26,0.8929,0.8948,0.8909999999999999,0.8942,176.0,20.790000000000006,25.11000000000001,53.0,4.0,79.89999999999998,21.12,29.25,61.2,56.05,0.0,11.52,7.0,67.0,73.92,20.91,37.72
2017-06-27,2017-06-27,0.8941,0.8944,0.8808,0.8813,177.0,22.41,24.840000000000003,50.88,3.12,80.75,22.44,28.86,65.28,55.46,0.0,10.44,7.8000000000000025,64.99000000000001,76.23,21.42,40.18
2017-06-28,2017-06-28,0.8814,0.8847,0.8778,0.8785,178.0,18.630000000000006,24.840000000000003,51.41,2.88,81.6,20.790000000000006,26.52,63.92,53.69,0.0,10.44,7.2,65.66000000000001,77.0,0.0,38.54
2017-06-29,2017-06-29,0.8788,0.8788,0.8734,0.8737,179.0,20.790000000000006,24.3,48.23,2.44,79.05,21.45,28.86,60.52,56.64,0.0,10.44,8.8,65.66000000000001,73.92,36.72,36.49
2017-06-30,2017-06-30,0.8738,0.8775,0.8735,0.8746,180.0,19.17,21.06,48.23,2.28,72.25,19.8,27.69,57.8,51.92,19.32,10.8,7.3000000000000025,52.26000000000001,70.84,33.15,32.8
2017-07-03,2017-07-03,0.875,0.8805,0.875,0.8794,183.0,24.57,19.25,46.64,3.52,51.0,12.24,32.370000000000005,47.88,52.2,13.26,10.71,5.880000000000001,45.14,62.9,20.77,33.6
2017-07-04,2017-07-04,0.8794,0.8818,0.8787,0.8808,184.0,18.36,16.0,33.92,1.76,37.5,14.62,33.93,42.84,49.2,14.3,14.49,5.460000000000001,33.55,59.94,22.78,27.6
2017-07-05,2017-07-05,0.8804,0.8836,0.8793,0.8805,185.0,22.41,21.5,48.23,3.16,62.25,12.58,26.13000000000001,49.77,55.8,26.0,11.55,6.0200000000000005,52.46,68.82,30.82,35.6
2017-07-06,2017-07-06,0.8805,0.8823,0.8749,0.8753,186.0,27.0,24.0,49.82,2.92,68.25,13.260000000000002,28.47,54.18,55.2,0.0,10.71,14.000000000000002,58.56,71.78,48.24,37.6
2017-07-07,2017-07-07,0.8753,0.8784,0.8741,0.8769,187.0,24.03,21.75,47.17,2.6,65.25,13.94,28.47,50.4,52.2,0.0,10.29,9.66,48.8,67.34,0.0,35.6
2017-07-10,2017-07-10,0.8769,0.8782,0.8756,0.8772,190.0,20.75,26.6,52.64000000000001,4.0,75.68,11.88,26.22,52.44,50.4,0.0,10.78,6.12,70.0,75.66,25.2,39.48
2017-07-11,2017-07-11,0.8772,0.8782,0.8708,0.8715,191.0,21.0,28.000000000000004,52.08000000000001,3.04,84.48,12.54,30.4,59.34,57.0,11.28,10.78,3.6,65.8,78.0,0.0,40.74
2017-07-12,2017-07-12,0.8716,0.8773,0.8701,0.8757,192.0,21.0,28.000000000000004,49.84,2.72,87.12,13.2,28.12,62.1,60.0,0.0,11.0,5.76,65.1,77.22,37.8,42.0
2017-07-13,2017-07-13,0.8757,0.8791,0.8725,0.8773,193.0,21.5,26.04000000000001,50.96000000000001,2.48,82.72,11.55,33.82,60.72,57.6,11.28,11.66,7.3199999999999985,62.3,77.22,26.1,39.06
2017-07-14,2017-07-14,0.8773,0.8776,0.8712,0.872,194.0,18.25,23.8,49.84,2.36,75.68,14.19,33.44,54.51,50.4,0.0,14.74,5.76,55.3,72.54,53.1,37.8
2017-07-17,2017-07-17,0.8716,0.8741,0.8703,0.8711,197.0,20.54,25.480000000000004,53.2,3.64,84.55,19.5,25.9,63.51,52.46,0.0,16.75,4.340000000000002,57.62000000000001,74.88,17.08,42.0
2017-07-18,2017-07-18,0.8711,0.8714,0.863,0.8655,198.0,21.32,26.88000000000001,55.44000000000001,2.88,87.22,19.0,27.75,60.59,54.29,0.0,15.5,5.6000000000000005,62.98,76.44,17.69,40.74
2017-07-19,2017-07-19,0.8655,0.8686,0.8652,0.8673,199.0,22.1,26.320000000000004,56.00000000000001,2.56,83.66,17.0,27.38,62.78,57.34,7.36,14.5,5.880000000000001,57.62000000000001,77.22,17.08,38.22
2017-07-20,2017-07-20,0.8672,0.8708,0.858,0.8597,200.0,19.5,25.480000000000004,51.52,2.36,84.55,50.0,28.49,62.05,57.34,0.0,13.25,10.080000000000002,55.61000000000001,75.66,34.77,37.38
2017-07-21,2017-07-21,0.8598,0.8603,0.8557,0.8572,201.0,21.58,22.680000000000003,47.6,2.08,77.43,36.0,25.9,56.94,59.17,0.0,13.0,14.000000000000002,51.59,69.42,35.99,35.28
2017-07-24,2017-07-24,0.8565,0.8598,0.8557,0.8590000000000001,204.0,21.84,26.320000000000004,50.96000000000001,3.6,76.54,18.8,28.12,67.5,54.28,0.0,15.36,8.32,59.34,74.88,26.1,40.85
2017-07-25,2017-07-25,0.8590000000000001,0.8595,0.8538,0.8584,205.0,21.84,27.44,54.32000000000001,2.84,80.1,17.2,29.23,69.0,52.51,0.0,13.92,9.12,61.41,76.44,25.2,40.42
2017-07-26,2017-07-26,0.8584,0.8607,0.8509,0.8517,206.0,22.1,27.44,53.2,2.52,86.33,17.2,29.23,75.0,51.92,0.0,12.72,9.12,61.41,77.22,50.4,41.71
2017-07-27,2017-07-27,0.8519,0.8581,0.8490000000000001,0.8557,207.0,21.84,27.160000000000004,53.2,2.44,89.0,18.0,26.64,74.25,53.1,0.0,13.44,12.8,62.1,74.10000000000002,51.3,42.14
2017-07-28,2017-07-28,0.8556,0.8565,0.8498,0.8506,208.0,22.1,23.520000000000003,49.84,2.12,73.87,18.4,30.34,65.25,50.15,0.0,13.92,10.88,54.51,70.98,38.7,38.27
2017-07-31,2017-07-31,0.8501,0.8527,0.8438,0.845,211.0,23.49,26.6,55.28999999999999,3.64,74.82,14.8,23.46,60.35,54.6,7.36,11.13,6.44,63.19,74.10000000000002,30.1,43.65
2017-08-01,2017-08-01,0.845,0.848,0.8447,0.8468,212.0,20.520000000000003,25.76,55.85999999999999,3.4,77.42999999999998,31.20000000000001,24.48,68.16,57.6,0.0,15.33,14.000000000000002,59.64,74.10000000000002,44.1,45.0
2017-08-02,2017-08-02,0.8468,0.8476,0.8399,0.8435,213.0,20.25,28.000000000000004,56.99999999999999,3.12,85.26,34.0,25.840000000000003,68.16,60.0,0.0,14.91,11.48,71.0,76.44,32.2,43.2
2017-08-03,2017-08-03,0.8435,0.845,0.8408,0.8416,214.0,18.36,25.76,54.72,2.64,85.26,40.0,27.88000000000001,67.45,60.0,0.0,14.28,12.04,57.51,74.10000000000002,45.5,44.1
2017-08-04,2017-08-04,0.8415,0.852,0.8409,0.8490000000000001,215.0,18.9,22.96,49.59,2.52,81.78,35.6,26.86000000000001,63.9,60.0,0.0,14.49,9.94,49.7,71.76,0.0,36.45
2017-08-07,2017-08-07,0.8482,0.8489,0.8463,0.8478,218.0,21.39,26.1,52.64000000000001,4.0,82.8,23.46,26.4,63.36,51.7,0.0,18.0,6.38,56.28,70.84,26.66,39.56
2017-08-08,2017-08-08,0.8478,0.8529,0.8455,0.8501,219.0,23.56,27.55,53.2,3.28,90.0,24.82,24.42,72.0,52.25000000000001,0.0,19.44,8.25,58.290000000000006,73.92,39.56,40.85
2017-08-09,2017-08-09,0.8501,0.8551,0.8495,0.8499,220.0,26.66,26.68,50.40000000000001,2.84,83.7,23.8,24.42,65.52,50.6,0.0,22.56,5.17,55.61000000000001,72.38,27.52,36.55
2017-08-10,2017-08-10,0.8499,0.8541,0.8484,0.8497,221.0,30.38,27.55,51.52,2.6,89.10000000000002,23.8,23.1,65.52,53.35,0.0,21.12,5.5,54.27,72.38,86.0,38.27
2017-08-11,2017-08-11,0.8497,0.8509,0.8441,0.8453,222.0,29.76,25.23,50.40000000000001,2.32,75.60000000000002,25.16,23.76,63.36,46.2,0.0,21.84,6.38,42.21,67.76,57.62,33.97
2017-08-14,2017-08-14,0.8457,0.8492,0.8445,0.8487,225.0,20.02,24.64,48.06,3.92,73.1,19.2,26.95,60.2,52.08000000000001,0.0,20.25,8.58,52.65,67.64,21.78,41.28
2017-08-15,2017-08-15,0.8488,0.8552,0.8478,0.8517,226.0,17.94,26.04000000000001,51.84,3.04,79.05,18.3,26.25,69.3,50.40000000000001,0.0,21.75,10.01,50.7,72.96000000000002,21.12,39.13
2017-08-16,2017-08-16,0.8515,0.8557,0.8486,0.8487,227.0,17.16,25.76,50.22000000000001,2.8000000000000003,83.3,18.6,28.35,70.0,52.64000000000001,12.24,23.75,9.88,52.0,72.2,32.34,38.27
2017-08-17,2017-08-17,0.8488,0.8571,0.848,0.8525,228.0,18.46,25.20000000000001,46.98,2.4,70.55,20.7,30.45,63.7,50.40000000000001,0.0,23.75,10.53,46.8,71.44,42.9,38.27
