,Trump,Donald Trump,President of USA,open_spx,high_spx,low_spx,sp500_h,volume_spx,DateTime,youwilldie
242,2.0,1.0,0.0,0.0,23.33010000000013,4.5,22.75,6.539999999999964,0 days 01:00:00.000000000,0.0
243,3.0,0.0,0.0,0.0,6.629899999999907,12.419900000000325,4.820099999999911,14.86010000000033,0 days 01:00:00.000000000,0.0
244,10.0,3.0,0.0,0.0,15.050000000000182,20.4399999999996,20.14989999999989,18.919999999999618,0 days 01:00:00.000000000,0.0
245,-40.0,-10.0,0.0,0.0,-35.100000000000364,-55.26999999999998,-69.32009999999991,-73.96000000000004,0 days 18:00:00.000000000,0.0
246,2.0,0.0,0.0,0.0,-20.80009999999993,7.3400000000001455,11.950200000000223,23.5,0 days 01:00:00.000000000,0.0
247,5.0,1.0,0.0,0.0,24.390100000000075,-2.0900000000001455,-11.220200000000204,-34.679899999999634,0 days 01:00:00.000000000,0.0
248,6.0,2.0,0.0,0.0,-35.029999999999745,-31.109899999999925,-24.259799999999814,-15.25,0 days 01:00:00.000000000,0.0
249,4.0,0.0,0.0,0.0,-15.090100000000348,-9.680199999999786,-3.769999999999982,-15.420200000000023,0 days 01:00:00.000000000,0.0
250,4.0,1.0,0.0,0.0,-15.469900000000052,-10.44990000000007,-11.019999999999982,-6.179900000000089,0 days 01:00:00.000000000,0.0
251,5.0,1.0,0.0,0.0,-8.210000000000036,0.38009999999985666,3.269999999999982,17.269999999999982,0 days 01:00:00.000000000,0.0
252,-26.0,-5.0,0.0,0.0,-64.30069999999978,-47.966599999999744,-63.04780000000028,-67.72809999999981,0 days 18:00:00.000000000,0.0
253,1.0,0.0,0.0,0.0,24.950600000000122,-3.9736000000002605,7.177700000000186,-6.921800000000076,0 days 01:00:00.000000000,0.0
254,6.0,1.0,0.0,0.0,-16.139900000000125,-17.789800000000014,-17.5300000000002,-19.470000000000255,0 days 01:00:00.000000000,0.0
255,6.0,1.0,0.0,0.0,-19.389900000000125,-2.860099999999875,-0.10989999999992506,25.899900000000343,0 days 01:00:00.000000000,0.0
256,4.0,1.0,0.0,0.0,17.019800000000032,0.2699999999999818,-4.7199999999998,-23.19990000000007,0 days 01:00:00.000000000,0.0
257,6.0,1.0,0.0,0.0,-14.359899999999925,-22.64989999999989,-23.33010000000013,-12.620200000000295,0 days 01:00:00.000000000,0.0
258,1.0,0.0,0.0,0.0,-15.179900000000089,50.79979999999978,15.429999999999836,51.620200000000295,0 days 01:00:00.000000000,0.0
259,-39.0,-7.0,0.0,0.0,-112.25540000000001,-135.85539999999992,-138.27259999999978,-165.23489999999993,2 days 18:00:00.000000000,0.0
260,1.0,0.0,0.0,0.0,0.845299999999952,-8.824500000000171,25.342599999999948,2.9247999999997774,0 days 01:00:00.000000000,0.0
261,1.0,0.0,0.0,0.0,1.920100000000275,-2.610099999999875,-3.519999999999982,-0.4899999999997817,0 days 01:00:00.000000000,0.0
262,1.0,0.0,0.0,0.0,0.5099999999997635,-24.480000000000018,-15.800000000000182,-24.19990000000007,0 days 01:00:00.000000000,0.0
263,1.0,0.0,0.0,0.0,-24.330099999999675,-29.36989999999969,-44.36989999999969,-36.23000000000002,0 days 01:00:00.000000000,0.0
264,1.0,0.0,0.0,0.0,-35.69990000000007,3.0300999999999476,-5.9202000000000226,28.029999999999745,0 days 01:00:00.000000000,0.0
265,0.0,0.0,0.0,0.0,28.049799999999777,2.3898999999996704,12.040099999999711,-30.640100000000075,0 days 01:00:00.000000000,0.0
266,-4.0,0.0,0.0,0.0,56.13010000000031,58.16010000000006,61.26000000000022,75.61010000000033,0 days 18:00:00.000000000,0.0
267,1.0,0.0,0.0,0.0,-11.240000000000236,-25.640100000000075,-58.359899999999925,-72.71000000000004,0 days 01:00:00.000000000,0.0
268,1.0,0.0,0.0,0.0,-74.14010000000007,-22.879899999999907,-15.200200000000223,26.379899999999907,0 days 01:00:00.000000000,0.0
269,1.0,0.0,0.0,0.0,26.950200000000223,5.760000000000218,22.530099999999948,16.659900000000107,0 days 01:00:00.000000000,0.0
270,0.0,0.0,0.0,0.0,17.514999999999873,17.921699999999873,27.45380000000023,-5.085599999999886,0 days 01:00:00.000000000,0.0
271,0.0,0.0,0.0,0.0,-5.375100000000202,39.45820000000003,0.7660999999998239,53.64569999999958,0 days 01:00:00.000000000,0.0
272,1.0,0.0,0.0,0.0,54.15990000000011,18.820000000000164,46.33010000000013,40.83000000000038,0 days 01:00:00.000000000,0.0
273,-4.0,0.0,0.0,0.0,-15.529799999999796,-56.19990000000007,-47.39989999999989,-95.28999999999996,0 days 18:00:00.000000000,0.0
274,1.0,0.0,0.0,0.0,-39.08010000000013,-31.710199999999986,-23.63010000000031,-22.139900000000125,0 days 01:00:00.000000000,0.0
275,1.0,0.0,0.0,0.0,-21.840099999999893,10.320099999999911,0.8501000000001113,16.269800000000032,0 days 01:00:00.000000000,0.0
276,0.0,0.0,0.0,0.0,15.590099999999893,-22.14989999999989,-14.410199999999804,-18.339899999999943,0 days 01:00:00.000000000,0.0
277,1.0,0.0,0.0,0.0,-17.730000000000018,-15.280099999999948,-12.549800000000232,-26.11010000000033,0 days 01:00:00.000000000,0.0
278,0.0,0.0,0.0,0.0,-26.269999999999982,-11.050000000000182,-26.580099999999675,-8.429899999999634,0 days 01:00:00.000000000,0.0
279,0.0,0.0,0.0,0.0,-9.850100000000111,4.050000000000182,15.349899999999707,13.649899999999889,0 days 01:00:00.000000000,0.0
280,1.0,0.0,0.0,0.0,-154.60579999999982,-165.02880000000005,-194.20469999999978,-183.7488000000003,0 days 18:00:00.000000000,0.0
281,1.0,0.0,0.0,0.0,-14.424199999999928,-11.311300000000301,2.434899999999743,-18.981199999999717,0 days 01:00:00.000000000,0.0
282,1.0,0.0,0.0,0.0,-18.25610000000006,-12.062999999999647,-8.804499999999734,-7.757399999999961,0 days 01:00:00.000000000,0.0
283,1.0,1.0,0.0,0.0,-8.846800000000258,110.49629999999979,7.391299999999774,51.421299999999974,0 days 01:00:00.000000000,0.0
284,0.0,0.0,0.0,0.0,51.152900000000045,-89.39319999999998,-7.496900000000096,-51.01369999999997,0 days 01:00:00.000000000,0.0
285,0.0,0.0,0.0,0.0,-50.08979999999974,-37.98000000000002,-15.77009999999973,-24.290100000000166,0 days 01:00:00.000000000,0.0
286,2.0,0.0,0.0,0.0,-24.7800000000002,-9.5,-27.569800000000214,-27.079999999999927,0 days 01:00:00.000000000,0.0
287,-7.0,-1.0,0.0,0.0,95.55999999999995,108.5934000000002,96.01250000000027,110.50590000000011,0 days 18:00:00.000000000,0.0
288,1.0,0.0,0.0,0.0,-13.330099999999675,-60.703500000000076,-50.54250000000002,-66.13580000000002,0 days 01:00:00.000000000,0.0
289,1.0,0.0,0.0,0.0,-64.71500000000015,-35.52649999999994,-7.709200000000237,-4.9465000000000146,0 days 01:00:00.000000000,0.0
290,1.0,0.0,0.0,0.0,-5.855000000000018,26.136599999999817,1.0489999999999782,63.866399999999885,0 days 01:00:00.000000000,0.0
291,1.0,1.0,0.0,0.0,64.7800000000002,12.980000000000018,34.64020000000028,-30.08010000000013,0 days 01:00:00.000000000,0.0
292,2.0,0.0,0.0,0.0,-29.840100000000348,-6.1698999999998705,-18.38020000000006,33.220000000000255,0 days 01:00:00.000000000,0.0
293,4.0,0.0,0.0,0.0,33.37010000000009,141.88989999999967,20.030099999999948,122.05009999999993,0 days 01:00:00.000000000,0.0
294,1.0,1.0,0.0,0.0,-313.90200000000004,-416.33359999999993,-303.6772000000001,-431.78060000000005,9 days 18:00:00.000000000,0.0
295,3.0,1.0,0.0,0.0,3.0720000000001164,-30.07639999999992,-36.04280000000017,-62.21950000000015,0 days 01:00:00.000000000,0.0
296,3.0,0.0,0.0,0.0,-60.27430000000004,-18.30470000000014,-1.2941999999998188,21.304399999999987,0 days 01:00:00.000000000,0.0
