,date,open_oil,high_oil,low_oil,oil_price,oil_adj,volume_oil,divid,split coef,oil,production,wti,brent,crude oil,barrel
2017-04-07,2017-04-07,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,45.36000000000001,50.56,4.0,47.74,8.0,45.88
2017-04-10,2017-04-10,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,49.88,58.08000000000001,1.77,63.9,4.83,48.84
2017-04-11,2017-04-11,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,47.56,62.040000000000006,2.46,61.06,5.6000000000000005,47.52
2017-04-12,2017-04-12,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,46.4,62.7,2.04,62.48,6.0200000000000005,44.22
2017-04-13,2017-04-13,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,45.24,58.74,2.43,63.19,3.2900000000000005,44.22
2017-04-17,2017-04-17,53.29,53.29,53.29,53.29,10.658,3.0,0.0,1.0,46.48,62.98,1.6,63.7,4.62,37.8
2017-04-18,2017-04-18,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,45.36000000000001,64.32000000000001,1.76,53.2,3.71,34.8
2017-04-19,2017-04-19,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,44.24,65.66000000000001,3.12,63.7,4.760000000000002,36.6
2017-04-20,2017-04-20,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,46.48,67.0,2.48,60.2,4.550000000000002,40.2
2017-04-21,2017-04-21,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,45.92,57.62000000000001,2.68,70.0,4.62,41.4
2017-04-24,2017-04-24,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,48.45,65.66000000000001,2.0,60.97000000000001,4.48,40.26
2017-04-25,2017-04-25,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,46.17,65.66000000000001,1.88,56.28,5.53,36.6
2017-04-26,2017-04-26,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,45.6,60.3,2.52,58.96,4.2700000000000005,37.82
2017-04-27,2017-04-27,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,46.74,62.31,1.92,57.62000000000001,4.48,43.31
2017-04-28,2017-04-28,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,44.46,54.94000000000001,2.52,54.94000000000001,4.83,38.43
2017-05-01,2017-05-01,53.29,53.29,53.29,53.29,10.658,0.0,0.0,1.0,47.3,61.38,3.35,61.0,5.12,39.53
2017-05-02,2017-05-02,49.1,49.1,48.5,48.62,9.724,8700.0,0.0,1.0,46.75000000000001,60.06,3.25,45.75,5.36,38.35
2017-05-03,2017-05-03,48.62,48.62,48.62,48.62,9.724,0.0,0.0,1.0,47.85,66.0,2.45,39.65,6.88,35.98999999999999
2017-05-04,2017-05-04,46.48,46.48,46.3622,46.3622,9.2724,1000.0,0.0,1.0,47.3,61.38,4.0,51.85,6.88,38.35
2017-05-05,2017-05-05,46.3622,46.3622,46.3622,46.3622,9.2724,200.0,0.0,1.0,48.40000000000001,50.82,3.5500000000000003,40.87,7.2,41.3
2017-05-08,2017-05-08,46.3622,46.3622,46.3622,46.3622,9.2724,0.0,0.0,1.0,53.2,53.07,2.6,47.58,5.32,42.7
2017-05-09,2017-05-09,47.09,47.09,47.09,47.09,9.418,304.0,0.0,1.0,48.72000000000001,51.85,2.28,40.26,5.53,39.04
2017-05-10,2017-05-10,47.7099,48.56,47.7099,48.56,9.712,1049.0,0.0,1.0,49.28,51.24,2.96,51.85,7.000000000000001,37.21
2017-05-11,2017-05-11,48.56,48.56,48.56,48.56,9.712,20.0,0.0,1.0,49.84,46.97,2.16,60.39,4.69,39.04
2017-05-12,2017-05-12,48.56,48.56,48.56,48.56,9.712,0.0,0.0,1.0,47.040000000000006,39.65,2.32,41.48,5.1800000000000015,42.09
2017-05-15,2017-05-15,50.19,50.19,50.19,50.19,10.038,178.0,0.0,1.0,48.6,41.58000000000001,1.14,48.0,4.8,37.7
2017-05-16,2017-05-16,50.19,50.19,50.19,50.19,10.038,78.0,0.0,1.0,49.14,41.58000000000001,1.62,45.6,3.96,35.37999999999999
2017-05-17,2017-05-17,49.95,50.22,49.9075,50.19,10.038,873.0,0.0,1.0,45.36,44.28,1.23,49.2,3.84,35.37999999999999
2017-05-18,2017-05-18,50.19,50.19,50.19,50.19,10.038,27.0,0.0,1.0,45.36,39.42,1.83,45.6,3.6,37.7
2017-05-19,2017-05-19,50.19,50.19,50.19,50.19,10.038,0.0,0.0,1.0,46.44000000000001,39.42,1.2,58.8,4.44,37.7
2017-05-22,2017-05-22,50.19,50.19,50.19,50.19,10.038,0.0,0.0,1.0,48.16,35.7,2.52,62.72,5.95,39.6
2017-05-23,2017-05-23,50.19,50.19,50.19,50.19,10.038,0.0,0.0,1.0,47.6,35.19,2.68,46.72,4.9,35.4
2017-05-24,2017-05-24,51.77,51.82,51.76,51.82,10.364,1577.0,0.0,1.0,47.040000000000006,34.17,2.28,41.6,5.11,39.0
2017-05-25,2017-05-25,49.97,49.97,49.97,49.97,9.994,127.0,0.0,1.0,50.40000000000001,32.64,4.0,55.04,6.0200000000000005,41.4
2017-05-26,2017-05-26,49.97,49.97,49.97,49.97,9.994,51.0,0.0,1.0,52.08000000000001,32.64,2.68,44.8,4.83,39.6
2017-05-30,2017-05-30,50.1999,50.2,50.1769,50.2,10.04,1739.0,0.0,1.0,50.16,29.9,2.13,58.59,4.62,40.8
2017-05-31,2017-05-31,50.2,50.2,50.2,50.2,10.04,0.0,0.0,1.0,51.3,29.9,2.01,44.1,4.08,37.8
2017-06-01,2017-06-01,50.2,50.2,50.2,50.2,10.04,0.0,0.0,1.0,49.59,40.48,1.65,42.84,3.3,39.0
2017-06-02,2017-06-02,48.2593,48.2593,48.2593,48.2593,9.6519,201.0,0.0,1.0,48.45,37.26000000000001,1.41,35.91000000000001,4.2,38.4
2017-06-05,2017-06-05,48.15,48.15,48.0372,48.0372,9.6074,453.0,0.0,1.0,50.46,41.65,2.04,44.8,4.340000000000002,37.95
2017-06-06,2017-06-06,48.0372,48.0372,48.0372,48.0372,9.6074,13.0,0.0,1.0,49.88,47.53,2.2,55.68,4.550000000000002,33.550000000000004
2017-06-07,2017-06-07,48.0372,48.0372,48.0372,48.0372,9.6074,73.0,0.0,1.0,52.2,45.08,3.08,42.88,4.83,34.65000000000001
2017-06-08,2017-06-08,48.0372,48.0372,48.0372,48.0372,9.6074,0.0,0.0,1.0,51.04,44.1,2.08,42.88,4.48,33.550000000000004
2017-06-09,2017-06-09,48.0372,48.0372,48.0372,48.0372,9.6074,7.0,0.0,1.0,50.46,35.77,2.64,43.52,4.2700000000000005,37.95
2017-06-12,2017-06-12,48.0372,48.0372,48.0372,48.0372,9.6074,3004.0,0.0,1.0,52.78,48.02,1.68,48.24,5.53,41.3
2017-06-13,2017-06-13,46.79,47.0012,46.79,47.0012,9.4002,1254.0,0.0,1.0,47.56,44.1,2.28,65.66000000000001,4.48,38.35
2017-06-14,2017-06-14,46.59,46.59,45.14,45.14,9.027999999999999,1230.0,0.0,1.0,49.88,42.14,2.88,42.88,5.6000000000000005,38.35
2017-06-15,2017-06-15,45.14,45.14,45.14,45.14,9.027999999999999,0.0,0.0,1.0,50.46,37.73,3.0,52.26000000000001,5.1800000000000015,44.25
2017-06-16,2017-06-16,45.14,45.14,45.14,45.14,9.027999999999999,40.0,0.0,1.0,52.78,37.24,2.76,42.21,3.01,42.48
2017-06-19,2017-06-19,45.14,45.14,45.14,45.14,9.027999999999999,146.0,0.0,1.0,53.1,49.0,3.2,56.16,4.48,37.17
2017-06-20,2017-06-20,43.8524,43.8524,43.8524,43.8524,8.7705,139.0,0.0,1.0,53.69,44.59,2.8000000000000003,69.84,8.0,39.53
2017-06-21,2017-06-21,42.69,42.925,42.69,42.925,8.585,591.0,0.0,1.0,55.46,42.14,4.0,59.04,7.92,37.76
2017-06-22,2017-06-22,42.925,42.925,42.925,42.925,8.585,8050.0,0.0,1.0,51.92,43.61,2.2,64.08,6.5600000000000005,42.48
2017-06-23,2017-06-23,42.925,42.925,42.925,42.925,8.585,0.0,0.0,1.0,51.33,40.18,2.2,48.24,4.72,43.07
2017-06-26,2017-06-26,42.925,42.925,42.925,42.925,8.585,0.0,0.0,1.0,54.28,43.24,1.52,52.93,4.550000000000002,40.6
2017-06-27,2017-06-27,42.925,42.925,42.925,42.925,8.585,0.0,0.0,1.0,52.51,39.95,3.8,53.6,5.040000000000001,35.96
2017-06-28,2017-06-28,45.07,45.07,44.92,45.0,9.0,1580.0,0.0,1.0,52.51,43.24,2.8000000000000003,45.56,4.760000000000002,34.22
2017-06-29,2017-06-29,45.0,45.0,45.0,45.0,9.0,50.0,0.0,1.0,52.51,37.13,2.84,50.92,4.2700000000000005,41.76
2017-06-30,2017-06-30,45.9616,45.9616,45.9616,45.9616,9.1923,135.0,0.0,1.0,51.92,31.96,2.16,44.22000000000001,4.41,41.76
2017-07-03,2017-07-03,45.9616,45.9616,45.9616,45.9616,9.1923,0.0,0.0,1.0,55.1,32.56,2.1,61.41,3.850000000000001,48.64
2017-07-05,2017-07-05,45.9,45.9,45.4902,45.55,9.11,446.0,0.0,1.0,49.88,36.52,2.37,69.0,7.000000000000001,41.6
2017-07-06,2017-07-06,45.55,45.55,45.55,45.55,9.11,0.0,0.0,1.0,53.94,40.48,3.0,66.92999999999999,4.760000000000002,45.44
2017-07-07,2017-07-07,45.55,45.55,45.55,45.55,9.11,50.0,0.0,1.0,52.78,38.72,2.19,52.44,3.78,46.72
2017-07-10,2017-07-10,44.9499,44.9499,44.9499,44.9499,8.99,255.0,0.0,1.0,53.36,41.83,3.5500000000000003,47.6,6.65,48.1
2017-07-11,2017-07-11,44.9499,44.9499,44.9499,44.9499,8.99,177.0,0.0,1.0,51.62,44.65,3.0500000000000003,45.56,5.040000000000001,41.6
2017-07-12,2017-07-12,45.84,46.29,45.8,45.8,9.16,21300.0,0.0,1.0,51.62,46.53,4.7,50.32,6.090000000000002,61.1
2017-07-13,2017-07-13,46.42,46.42,46.39,46.39,9.277999999999999,200.0,0.0,1.0,51.04,37.6,3.95,47.6,4.340000000000002,48.75
2017-07-14,2017-07-14,46.39,46.39,46.39,46.39,9.277999999999999,0.0,0.0,1.0,51.62,37.6,2.95,55.76000000000001,6.090000000000002,45.5
2017-07-17,2017-07-17,46.49,46.49,46.49,46.49,9.298,6439.0,0.0,1.0,53.69,40.8,3.12,54.94000000000001,3.42,36.3
2017-07-18,2017-07-18,46.49,46.49,46.49,46.49,9.298,0.0,0.0,1.0,53.69,47.52,3.56,57.62000000000001,3.54,35.75
2017-07-19,2017-07-19,46.49,46.49,46.49,46.49,9.298,50.0,0.0,1.0,54.28,40.32,3.4,66.33,4.32,35.2
2017-07-20,2017-07-20,46.49,46.49,46.49,46.49,9.298,0.0,0.0,1.0,54.28,41.28,3.4,52.26000000000001,4.62,36.85
2017-07-21,2017-07-21,46.2413,46.2413,46.0899,46.0899,9.218,609.0,0.0,1.0,55.46,36.0,3.36,52.26000000000001,3.78,39.05
2017-07-24,2017-07-24,46.61,46.64,46.61,46.64,9.328,940.0,0.0,1.0,51.3,44.5,3.08,50.32,5.1800000000000015,40.12
2017-07-25,2017-07-25,48.09,48.09,48.09,48.09,9.618,263.0,0.0,1.0,51.3,45.0,3.12,64.60000000000001,6.0200000000000005,39.53
2017-07-26,2017-07-26,48.95,48.95,48.95,48.95,9.79,327.0,0.0,1.0,51.3,43.5,3.08,49.64,3.1500000000000004,37.76
2017-07-27,2017-07-27,49.35,49.36,49.31,49.31,9.862,6304.0,0.0,1.0,51.87,50.0,3.64,50.32,2.9400000000000004,41.89
2017-07-28,2017-07-28,49.92,49.98,49.8999,49.9416,9.9883,9358.0,0.0,1.0,52.44,42.0,3.72,67.32000000000001,4.9700000000000015,45.43
2017-07-31,2017-07-31,49.47,50.0,49.46,50.0,10.0,14786.0,0.0,1.0,52.44,38.4,1.92,56.76000000000001,4.83,38.94
2017-08-01,2017-08-01,49.42,49.42,49.42,49.42,9.884,100.0,0.0,1.0,51.87,36.0,2.4,46.2,6.580000000000001,44.25
2017-08-02,2017-08-02,49.5,49.76,49.0,49.74,9.948,11201.0,0.0,1.0,54.15,37.92,2.73,46.86,6.86,42.48
2017-08-03,2017-08-03,49.74,49.74,49.74,49.74,9.948,70.0,0.0,1.0,51.87,36.48,3.0,50.82,5.040000000000001,46.02
2017-08-04,2017-08-04,49.7208,49.7208,49.7208,49.7208,9.9442,404.0,0.0,1.0,49.59,32.64,2.73,51.48,4.48,44.25
2017-08-07,2017-08-07,49.7208,49.7208,49.7208,49.7208,9.9442,3.0,0.0,1.0,50.73,37.72,2.68,42.9,3.48,49.6
2017-08-08,2017-08-08,49.68,49.68,49.68,49.68,9.936,110.0,0.0,1.0,50.16,34.96,2.2,43.55,4.44,44.64
2017-08-09,2017-08-09,49.71,49.97,49.3,49.52,9.904,16201.0,0.0,1.0,49.59,35.88,3.36,44.85,4.02,46.5
2017-08-10,2017-08-10,49.52,49.52,49.52,49.52,9.904,0.0,0.0,1.0,50.16,33.120000000000005,3.3200000000000003,42.9,3.96,48.98
2017-08-11,2017-08-11,49.52,49.52,49.52,49.52,9.904,42.0,0.0,1.0,50.16,32.660000000000004,2.72,40.3,3.96,48.36
2017-08-14,2017-08-14,49.22,49.23,47.7001,47.7001,9.54,1540.0,0.0,1.0,49.28,33.84,1.41,49.64,3.84,42.92
2017-08-15,2017-08-15,47.7001,47.7001,47.7001,47.7001,9.54,0.0,0.0,1.0,49.84,39.01,1.86,48.91,4.74,40.02
2017-08-16,2017-08-16,47.96,47.96,47.96,47.96,9.592,660.0,0.0,1.0,47.6,40.89,1.65,73.0,4.26,37.7
2017-08-17,2017-08-17,47.96,47.96,47.96,47.96,9.592,0.0,0.0,1.0,47.6,39.48,2.79,59.86,3.72,38.86
2017-08-18,2017-08-18,47.96,47.96,47.96,47.96,9.592,0.0,0.0,1.0,48.72000000000001,33.84,1.56,47.45,3.66,44.08
2017-08-21,2017-08-21,47.96,47.96,47.96,47.96,9.592,0.0,0.0,1.0,39.0,32.9,2.28,35.28,3.5,34.22
2017-08-22,2017-08-22,47.8501,47.8501,47.8501,47.8501,9.57,200.0,0.0,1.0,45.24,39.95,2.1,37.17,2.95,40.6
2017-08-23,2017-08-23,47.8501,47.8501,47.8501,47.8501,9.57,0.0,0.0,1.0,43.68,38.54,2.91,45.99,3.6,41.18
2017-08-24,2017-08-24,47.8501,47.8501,47.8501,47.8501,9.57,0.0,0.0,1.0,42.64,38.54,2.04,43.47,3.45,42.92
2017-08-25,2017-08-25,47.87,47.87,47.66,47.66,9.532,5800.0,0.0,1.0,44.2,34.78,1.53,45.36,3.0500000000000003,44.08
2017-08-28,2017-08-28,47.28,47.28,46.29,46.29,9.258,1453.0,0.0,1.0,45.58000000000001,40.81,2.16,37.82,6.0,40.47
2017-08-29,2017-08-29,46.29,46.29,46.29,46.29,9.258,0.0,0.0,1.0,43.99,49.29,2.37,48.36,4.38,37.62
2017-08-30,2017-08-30,46.29,46.29,46.29,46.29,9.258,0.0,0.0,1.0,45.05,51.41,2.28,42.78,4.8,42.74999999999999
2017-08-31,2017-08-31,46.29,46.29,46.29,46.29,9.258,0.0,0.0,1.0,47.17,53.0,2.04,40.3,4.8,44.46
2017-09-01,2017-09-01,47.37,47.37,47.37,47.37,9.474,300.0,0.0,1.0,48.23,41.87000000000001,2.22,33.48,4.8,43.31999999999999
2017-09-05,2017-09-05,48.6299,48.6999,48.6114,48.6828,9.7366,901.0,0.0,1.0,44.2,40.56,0.44,38.34,3.4000000000000004,35.91
2017-09-06,2017-09-06,49.11,49.11,49.11,49.11,9.822000000000001,100.0,0.0,1.0,42.64,44.72,1.04,33.480000000000004,3.0,34.77
2017-09-07,2017-09-07,49.11,49.11,49.11,49.11,9.822000000000001,26.0,0.0,1.0,44.72,43.16,1.2,35.64,4.55,37.62
2017-09-08,2017-09-08,47.58,47.7,47.58,47.7,9.54,6911.0,0.0,1.0,41.08,37.44,0.76,38.88,2.3000000000000003,36.48
2017-09-11,2017-09-11,47.7,47.7,47.7,47.7,9.54,0.0,0.0,1.0,42.12000000000001,55.8,1.65,49.5,2.3000000000000003,33.480000000000004
2017-09-12,2017-09-12,47.7,47.7,47.7,47.7,9.54,56.0,0.0,1.0,43.16,55.18,2.13,50.82,5.0,37.26000000000001
2017-09-13,2017-09-13,47.7,47.7,47.7,47.7,9.54,0.0,0.0,1.0,45.24,62.0,1.62,66.0,4.15,37.8
2017-09-14,2017-09-14,47.7,47.7,47.7,47.7,9.54,0.0,0.0,1.0,46.28,60.76,1.14,49.5,3.4000000000000004,38.34
2017-09-15,2017-09-15,50.1,50.14,50.09,50.14,10.027999999999999,7200.0,0.0,1.0,44.72,58.28,1.35,55.44000000000001,1.35,38.34
2017-09-18,2017-09-18,49.9699,49.9699,49.9699,49.9699,9.994,160.0,0.0,1.0,46.64,61.11,1.76,51.03,4.3,37.76
2017-09-19,2017-09-19,49.9699,49.9699,49.9699,49.9699,9.994,50.0,0.0,1.0,44.52,54.18,2.6,54.81,3.65,38.35
2017-09-20,2017-09-20,49.9699,49.9699,49.9699,49.9699,9.994,0.0,0.0,1.0,45.58000000000001,58.59,2.2,46.62,2.45,37.17
2017-09-21,2017-09-21,50.1507,50.1507,50.1507,50.1507,10.0301,100.0,0.0,1.0,45.05,61.74,2.2,44.73,3.3000000000000003,39.53
2017-09-22,2017-09-22,50.1507,50.1507,50.1507,50.1507,10.0301,71.0,0.0,1.0,45.58000000000001,47.88,3.4,44.73,4.15,44.84
2017-09-25,2017-09-25,50.99,51.53,50.99,51.53,10.306,5100.0,0.0,1.0,46.64,60.48,3.0,47.58,5.8199999999999985,43.5
2017-09-26,2017-09-26,51.53,51.53,51.53,51.53,10.306,88.0,0.0,1.0,45.05,54.18,4.05,47.58,5.1,39.44
2017-09-27,2017-09-27,51.53,51.53,51.53,51.53,10.306,67.0,0.0,1.0,45.05,61.11,3.3000000000000003,43.92,5.04,41.76
2017-09-28,2017-09-28,52.26,52.26,50.92,50.99,10.198,3203.0,0.0,1.0,47.7,58.59,5.0,51.85,5.76,41.76
2017-09-29,2017-09-29,50.99,50.99,50.99,50.99,10.198,10.0,0.0,1.0,46.11,54.81,2.5500000000000003,46.97,2.64,42.34
2017-10-02,2017-10-02,49.88,50.07,49.85,49.85,9.97,3776.0,0.0,1.0,43.35,50.4,2.92,54.56,4.32,26.22
2017-10-03,2017-10-03,50.06,50.06,49.9923,49.9923,9.9985,2024.0,0.0,1.0,41.82,55.8,2.96,55.18,4.68,26.79
2017-10-04,2017-10-04,50.12,50.12,49.71,49.79,9.958,1598.0,0.0,1.0,43.86,60.0,2.68,47.74,4.44,28.5
2017-10-05,2017-10-05,49.79,49.79,49.79,49.79,9.958,0.0,0.0,1.0,44.37,54.6,4.0,51.46,4.38,29.07
2017-10-06,2017-10-06,49.79,49.79,49.79,49.79,9.958,0.0,0.0,1.0,44.37,48.0,3.24,45.88,4.08,30.21
2017-10-09,2017-10-09,49.79,49.79,49.79,49.79,9.958,0.0,0.0,1.0,48.23,50.4,1.98,47.79,4.05,29.89
2017-10-10,2017-10-10,50.5,50.5,50.48,50.48,10.096,322.0,0.0,1.0,46.11,55.2,2.61,44.25,3.8,32.94
2017-10-11,2017-10-11,50.48,50.48,50.48,50.48,10.096,0.0,0.0,1.0,45.58000000000001,55.8,2.25,43.66,3.5,30.5
2017-10-12,2017-10-12,50.25,50.25,50.2395,50.2395,10.0479,1550.0,0.0,1.0,46.11,55.2,2.58,42.48,3.45,32.94
2017-10-13,2017-10-13,50.78,50.78,50.76,50.76,10.152000000000001,1100.0,0.0,1.0,47.7,48.6,2.07,50.15,4.1000000000000005,35.38
2017-10-16,2017-10-16,51.43,51.43,51.39,51.43,10.286,2900.0,0.0,1.0,53.90000000000001,53.32,1.77,63.92,2.75,34.3
2017-10-17,2017-10-17,51.17,51.17,51.17,51.17,10.234,606.0,0.0,1.0,51.7,61.38,2.61,57.8,3.8,35.0
2017-10-18,2017-10-18,51.5599,51.56,51.5599,51.56,10.312000000000001,590.0,0.0,1.0,50.05,57.66,2.73,46.92,4.2,33.599999999999994
2017-10-19,2017-10-19,51.56,51.56,51.56,51.56,10.312000000000001,37.0,0.0,1.0,51.7,59.52,2.55,53.72000000000001,3.95,35.7
2017-10-20,2017-10-20,51.56,51.56,51.56,51.56,10.312000000000001,0.0,0.0,1.0,48.40000000000001,50.84,2.46,63.92,3.7,70.0
2017-10-23,2017-10-23,51.08,51.08,51.08,51.08,10.216000000000001,700.0,0.0,1.0,47.52,59.52,1.29,64.39999999999999,5.0,35.28
2017-10-24,2017-10-24,51.08,51.08,51.08,51.08,10.216000000000001,0.0,0.0,1.0,48.06,62.72,1.74,70.0,5.0,34.02
2017-10-25,2017-10-25,51.66,51.66,51.66,51.66,10.332,1128.0,0.0,1.0,47.52,58.88,2.58,63.7,3.75,30.87
2017-10-26,2017-10-26,51.66,51.66,51.66,51.66,10.332,0.0,0.0,1.0,48.6,60.16,1.2,65.1,3.85,34.02
2017-10-27,2017-10-27,51.66,51.66,51.66,51.66,10.332,0.0,0.0,1.0,48.6,54.4,2.34,58.8,3.45,34.02
2017-10-30,2017-10-30,53.38,53.38,53.38,53.38,10.675999999999998,100.0,0.0,1.0,44.2,62.40000000000001,1.26,57.2,3.3,30.5
2017-10-31,2017-10-31,53.38,53.38,53.38,53.38,10.675999999999998,11.0,0.0,1.0,43.68,59.15,2.4,52.65,5.2799999999999985,29.28
2017-11-01,2017-11-01,53.96,53.96,53.24,53.24,10.648,4764.0,0.0,1.0,42.64,57.85,1.89,44.2,3.72,25.01
2017-11-02,2017-11-02,53.24,53.24,53.24,53.24,10.648,0.0,0.0,1.0,43.16,61.1,1.23,50.7,3.6,26.84
2017-11-03,2017-11-03,53.24,53.24,53.24,53.24,10.648,0.0,0.0,1.0,44.72,55.25,1.77,34.45,3.84,28.06
2017-11-06,2017-11-06,53.24,53.24,53.24,53.24,10.648,36.0,0.0,1.0,47.85,61.74,4.7,50.4,5.1,29.67
2017-11-07,2017-11-07,53.24,53.24,53.24,53.24,10.648,64.0,0.0,1.0,47.85,59.22,5.0,72.0,6.0,33.12
2017-11-08,2017-11-08,53.24,53.24,53.24,53.24,10.648,4.0,0.0,1.0,47.85,56.07,3.25,58.32,5.16,31.05
2017-11-09,2017-11-09,53.24,53.24,53.24,53.24,10.648,59.0,0.0,1.0,48.40000000000001,56.7,4.4,55.44,3.9,32.43
2017-11-10,2017-11-10,56.06,56.06,56.0599,56.0599,11.212,236.0,0.0,1.0,49.50000000000001,45.99,3.3000000000000003,42.48,4.38,35.19
2017-11-13,2017-11-13,56.31,56.31,56.31,56.31,11.262,326.0,0.0,1.0,50.73,60.45,3.0,49.5,4.760000000000002,37.0
2017-11-14,2017-11-14,56.31,56.31,56.31,56.31,11.262,10.0,0.0,1.0,50.73,65.0,3.24,40.92,4.48,34.78
2017-11-15,2017-11-15,56.31,56.31,56.31,56.31,11.262,59.0,0.0,1.0,50.73,61.75,2.92,43.56,6.23,35.52
2017-11-16,2017-11-16,56.31,56.31,56.31,56.31,11.262,1.0,0.0,1.0,50.73,57.2,2.52,43.56,4.760000000000002,39.96
2017-11-17,2017-11-17,55.79,55.8,55.7792,55.7792,11.1558,430.0,0.0,1.0,51.87,55.25,2.6,53.46,4.48,43.66
2017-11-20,2017-11-20,55.7792,55.7792,55.7792,55.7792,11.1558,0.0,0.0,1.0,50.6,37.13,1.17,42.93,4.7,55.1
2017-11-21,2017-11-21,55.95,55.9999,55.77,55.77,11.154000000000002,2772.0,0.0,1.0,48.95,35.25,1.71,36.04,3.6,54.15
2017-11-22,2017-11-22,56.5,56.64,56.5,56.64,11.328,1504.0,0.0,1.0,52.8,29.61,1.7999999999999998,27.56,3.1,62.7
2017-11-24,2017-11-24,56.64,56.64,56.64,56.64,11.328,0.0,0.0,1.0,48.40000000000001,20.21,1.23,29.68,2.3000000000000003,64.6
2017-11-27,2017-11-27,56.64,56.64,56.64,56.64,11.328,0.0,0.0,1.0,45.36,46.36,1.98,48.64,3.4000000000000004,37.26
2017-11-28,2017-11-28,56.64,56.64,56.64,56.64,11.328,27.0,0.0,1.0,45.90000000000001,52.46,1.26,56.96,3.25,32.43
2017-11-29,2017-11-29,57.09,57.09,56.23,56.23,11.245999999999999,1820.0,0.0,1.0,45.90000000000001,54.9,2.01,40.96,3.0500000000000003,31.05
2017-11-30,2017-11-30,56.68,56.68,56.2,56.32,11.264000000000001,4308.0,0.0,1.0,46.44000000000001,51.85,2.37,45.44,3.45,31.05
2017-12-01,2017-12-01,56.32,56.32,56.32,56.32,11.264000000000001,0.0,0.0,1.0,41.040000000000006,50.63,1.77,45.44,3.4000000000000004,42.78
2017-12-04,2017-12-04,56.55,56.68,56.54,56.68,11.335999999999999,1342.0,0.0,1.0,43.2,62.0,2.31,59.13,3.5,42.16
2017-12-05,2017-12-05,56.68,56.68,56.68,56.68,11.335999999999999,20.0,0.0,1.0,42.66,61.38,2.49,62.05,4.1000000000000005,39.44000000000001
2017-12-06,2017-12-06,56.68,56.68,56.68,56.68,11.335999999999999,8.0,0.0,1.0,41.58000000000001,58.9,1.74,73.0,5.0,38.76000000000001
2017-12-07,2017-12-07,56.68,56.68,56.68,56.68,11.335999999999999,0.0,0.0,1.0,41.58000000000001,60.76,1.95,53.29,4.55,42.84
2017-12-08,2017-12-08,56.53,56.53,56.43,56.43,11.286,753.0,0.0,1.0,41.58000000000001,48.98,1.86,59.13,3.0500000000000003,43.52
2017-12-11,2017-12-11,56.58,56.58,56.58,56.58,11.315999999999999,282.0,0.0,1.0,43.74,58.41,1.92,49.14,4.75,44.16
2017-12-12,2017-12-12,56.3,56.3,56.2835,56.2835,11.2567,789.0,0.0,1.0,42.66,53.69,2.22,47.88,3.7,42.78
2017-12-13,2017-12-13,56.2835,56.2835,56.2835,56.2835,11.2567,0.0,0.0,1.0,43.2,54.87,1.44,39.06,4.0,40.71
2017-12-14,2017-12-14,56.2835,56.2835,56.2835,56.2835,11.2567,24.0,0.0,1.0,42.66,53.1,1.65,40.95,3.5,43.47
2017-12-15,2017-12-15,56.2835,56.2835,56.2835,56.2835,11.2567,32.0,0.0,1.0,43.74,47.2,1.92,45.36,4.2,44.85
2017-12-18,2017-12-18,56.44,56.64,56.44,56.63,11.325999999999999,401.0,0.0,1.0,45.6,32.85,1.34,35.64,1.96,50.32
2017-12-19,2017-12-19,56.63,56.63,56.63,56.63,11.325999999999999,0.0,0.0,1.0,46.17,31.5,1.2,41.58000000000001,2.16,47.36
2017-12-20,2017-12-20,56.9875,56.9875,56.9875,56.9875,11.3975,105.0,0.0,1.0,46.17,32.4,1.44,37.26000000000001,2.08,45.88
2017-12-21,2017-12-21,57.2599,57.2599,57.2599,57.2599,11.452,100.0,0.0,1.0,47.88,27.45,1.36,36.18,3.48,50.32
2017-12-22,2017-12-22,56.87,56.87,56.87,56.87,11.374,183.0,0.0,1.0,47.88,22.05,1.02,32.40000000000001,2.56,52.54
2017-12-26,2017-12-26,57.84,57.84,57.84,57.84,11.568,300.0,0.0,1.0,54.29,14.52,2.73,29.15,3.6,56.8
2017-12-27,2017-12-27,58.69,58.69,58.52,58.5212,11.7042,640.0,0.0,1.0,59.78,16.830000000000002,2.67,35.51000000000001,3.6,57.6
2017-12-28,2017-12-28,58.52,58.53,58.52,58.53,11.706,2223.0,0.0,1.0,61.0,17.16,3.0,32.86,3.65,54.40000000000001
2017-12-29,2017-12-29,59.15,59.15,59.15,59.15,11.83,600.0,0.0,1.0,61.0,15.84,2.67,30.21,3.75,54.40000000000001
